"","unique_ID","subsample","R1","R2","R3","R4","R5","R6","R7","R8","R9","R10","R11","R12","R13","R14","R15","R16","R17","R18","R19","R20","R21","R22","R23","R24","R25","R26","R27","R28","R29","R30","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","P11","P12","P13","P14","P15","P16","P17","P18","P19","P20","P21","P22","P23","P24","P25","P26","P27","P28","P29","P30","B1","B2","B3","B4","B5","B6","B7","B8","B9","B10","B11","B12","B13","B14","B15","B16","B17","B18","B19","B20","B21","B22","B23","B24","B25","B26","B27","B28","B29","B30"
"2551","163925","A",6,3,6,5,7,1,5,5,5,2,6,1,6,6,3,5,3,1,2,6,2,5,5,2,2,1,5,2,3,5,2,4,2,5,3,7,4,3,4,6,3,7,2,2,2,3,3,7,7,1,6,6,6,7,6,4,4,7,7,5,3,3,3,3,7,2,6,6,3,3,6,1,3,5,1,5,6,4,6,2,3,5,1,3,1,2,5,3,2,3
"2552","163926","A",3,1,1,1,5,1,5,1,1,1,1,1,1,5,1,5,1,1,4,5,1,1,1,1,1,1,1,1,1,1,6,7,5,2,6,7,2,7,6,6,4,7,2,5,6,4,6,7,3,1,7,6,7,6,7,5,7,2,7,7,1,3,1,2,4,1,4,2,1,4,4,1,2,1,1,5,1,1,3,4,2,3,1,2,1,1,6,4,1,1
"2553","163927","A",6,3,6,5,6,2,6,5,1,1,6,6,7,6,2,6,1,1,6,6,1,1,6,3,6,6,6,5,6,6,3,6,3,5,2,5,2,3,4,7,1,4,1,2,6,1,6,6,6,1,7,7,3,6,4,2,2,5,3,3,6,5,3,6,4,2,5,6,4,2,7,2,7,4,2,7,5,3,7,3,2,5,3,3,3,5,6,4,6,1
"2555","163930","A",6,1,6,5,5,6,5,5,5,1,1,1,3,4,3,5,1,1,5,6,5,1,1,1,3,5,3,6,7,1,2,6,2,3,1,2,2,4,3,3,1,6,2,1,3,2,4,6,4,1,3,5,5,4,4,4,2,3,1,6,3,2,4,4,4,3,3,4,2,2,3,1,3,3,2,5,2,2,4,3,2,2,1,2,2,2,3,4,4,1
"2559","163934","A",6,5,6,6,6,1,5,3,3,1,5,6,7,6,2,6,3,2,4,6,1,4,5,7,3,5,2,6,3,6,2,4,2,4,3,6,2,6,7,7,2,4,2,2,3,1,4,5,4,1,6,6,4,3,5,3,2,5,5,4,4,4,3,5,4,2,5,3,3,3,5,2,5,4,2,6,4,4,4,3,3,3,2,4,2,3,5,4,2,2
"2565","163942","A",7,1,5,1,7,7,6,1,1,1,7,1,7,7,5,7,7,7,1,7,1,1,1,1,1,2,3,1,1,1,7,7,7,7,2,7,2,6,7,7,7,7,2,2,7,6,7,7,6,1,7,7,7,7,7,7,6,7,7,7,5,1,3,1,7,6,6,3,1,1,5,1,7,7,2,7,5,1,2,2,1,1,1,1,1,1,6,1,1,1
"2566","163943","A",3,1,6,1,3,1,6,1,5,6,5,2,5,6,6,7,1,2,5,7,2,6,1,2,1,1,5,3,7,7,1,7,1,7,1,7,3,6,5,3,6,6,2,1,2,1,3,2,2,1,6,3,7,6,6,7,6,6,6,3,2,3,3,3,5,7,6,3,2,5,3,2,5,6,1,7,1,2,5,7,2,5,1,3,1,1,5,3,6,3
"2568","163945","A",5,2,4,1,6,1,5,2,1,1,2,1,6,7,1,6,1,2,2,5,1,1,3,1,5,1,2,1,1,5,3,5,4,6,3,5,3,6,6,7,2,7,3,3,3,4,6,7,5,2,7,7,5,7,5,7,6,6,7,4,3,3,4,3,5,4,5,6,4,5,6,2,5,5,1,6,5,3,5,3,6,2,2,2,4,1,4,3,2,4
"2569","163946","A",2,1,2,1,7,1,3,4,1,1,1,1,1,7,2,7,1,7,4,7,1,1,1,1,2,1,2,1,2,3,7,7,7,7,1,7,5,1,7,7,3,7,1,3,4,1,4,5,4,1,7,7,7,7,5,7,7,7,7,3,1,1,1,1,7,1,7,6,4,4,7,1,4,1,1,7,4,3,5,1,4,1,1,1,1,1,7,1,2,1
"2570","163947","A",1,2,2,1,7,1,7,1,2,2,1,1,7,1,4,7,1,1,3,7,1,2,5,1,1,5,5,1,1,6,1,4,2,4,1,6,1,4,3,2,3,4,2,1,3,1,4,6,4,1,4,2,2,4,6,2,3,4,5,3,5,3,2,3,7,2,6,4,3,3,2,1,6,4,4,7,5,1,4,5,3,4,2,2,1,3,5,2,3,2
"2571","163948","A",7,1,1,1,4,1,1,1,1,1,1,1,5,1,1,7,1,1,1,7,1,1,1,1,1,1,7,7,1,1,2,7,1,7,1,7,7,7,7,7,7,7,2,7,7,1,7,7,7,1,7,7,7,7,7,7,7,1,7,7,1,1,1,1,7,1,4,4,4,4,1,1,1,1,1,7,1,1,4,1,4,1,1,1,1,1,1,7,1,1
"2572","163949","A",7,1,7,1,7,1,1,1,1,1,2,1,2,7,1,7,1,1,1,7,1,1,1,1,2,1,2,1,5,4,4,7,1,7,3,7,7,7,7,7,1,7,3,3,3,3,5,5,7,1,7,7,5,7,3,3,6,7,3,2,7,1,7,1,7,1,4,4,4,4,4,1,1,7,1,7,4,3,4,7,4,1,1,1,1,1,6,1,2,2
"2575","163952","A",5,2,5,2,4,2,1,1,1,1,4,2,7,7,6,7,2,6,1,7,1,3,1,2,3,5,5,2,3,2,5,6,4,4,4,5,4,6,6,6,1,4,2,2,2,4,4,2,4,2,6,4,3,3,3,2,2,3,3,6,4,1,4,3,5,1,4,3,2,2,4,3,5,5,1,5,2,3,4,3,2,3,1,2,3,2,4,2,3,1
"2576","163953","A",6,1,6,1,4,1,5,5,3,3,1,1,6,6,1,6,1,1,4,6,4,1,1,5,1,1,1,4,6,1,2,5,2,5,3,4,5,4,5,5,2,7,3,1,6,1,3,4,5,1,4,5,7,3,5,6,5,3,6,5,6,5,6,5,4,1,5,4,4,5,5,1,5,6,2,6,1,1,5,6,4,4,1,4,1,1,2,5,2,1
"2579","163956","A",4,4,4,4,4,4,1,1,1,1,4,4,4,4,4,4,4,4,1,4,1,4,4,4,4,4,4,4,4,4,2,4,2,4,2,4,4,4,4,4,4,4,4,2,4,2,4,4,4,2,4,4,4,4,4,3,4,4,4,4,4,2,4,2,4,2,3,3,4,3,4,2,2,4,4,4,4,4,4,4,3,2,4,2,3,4,4,2,4,2
"2580","163961","A",2,2,3,2,4,3,5,1,1,1,3,1,2,4,3,4,2,1,1,6,1,1,2,1,1,1,2,3,1,3,4,4,5,4,5,4,5,7,6,6,3,5,2,4,5,5,6,7,6,2,7,5,4,4,7,5,6,4,6,5,5,4,3,4,5,4,5,3,3,3,5,1,4,5,2,6,4,2,5,3,4,5,1,3,1,1,4,4,1,1
"2581","163963","A",5,1,5,1,4,1,4,1,1,1,1,1,3,1,1,7,1,1,2,6,1,1,1,1,1,1,1,1,1,1,4,4,4,4,3,5,3,5,7,7,5,7,3,4,5,1,6,7,4,2,7,4,7,4,6,7,6,4,7,6,3,1,3,1,3,1,2,2,1,1,1,1,2,1,1,7,1,1,2,3,1,1,1,1,1,1,1,1,1,1
"2585","163967","A",4,3,5,3,5,6,2,2,2,2,5,3,4,7,4,6,2,1,4,6,2,4,3,4,4,1,5,5,1,2,3,5,4,3,4,3,3,4,5,5,3,4,3,1,3,3,4,6,4,3,6,2,4,2,3,4,5,2,6,5,4,1,4,2,6,4,4,4,3,3,5,2,4,4,1,6,3,1,4,4,3,4,2,4,3,1,4,4,1,2
"2586","163969","A",5,1,5,4,5,4,7,2,1,1,4,1,6,5,2,5,3,1,2,5,1,6,1,5,2,5,3,6,5,6,2,6,2,3,3,3,4,5,7,7,2,6,2,2,3,3,4,7,5,2,7,2,5,2,4,2,6,2,2,2,3,1,3,3,5,2,7,2,7,7,3,1,5,5,2,5,4,2,4,3,7,4,1,4,2,4,6,4,3,2
"2588","163972","A",6,1,3,1,6,1,5,5,5,1,2,2,7,7,1,5,1,2,6,7,4,1,1,1,1,6,1,1,5,2,3,6,3,6,2,7,3,2,5,5,5,6,2,4,6,5,6,5,5,1,5,7,6,6,6,3,3,5,5,3,1,3,1,3,4,1,3,2,5,4,5,1,7,4,1,5,3,1,3,1,5,3,1,4,1,3,1,4,3,1
"2592","163976","A",5,1,5,2,5,1,3,1,1,1,1,1,4,5,2,6,1,1,1,6,1,1,1,1,2,1,1,1,4,6,2,6,4,6,2,7,4,5,7,7,5,6,3,2,3,2,6,7,5,2,7,7,5,6,4,2,6,7,2,3,2,1,2,2,6,3,6,5,4,4,3,1,3,5,1,7,6,2,6,2,4,2,1,1,1,1,4,1,1,1
"2594","163978","A",7,1,7,1,7,1,1,1,1,1,1,1,7,7,2,7,1,5,1,7,1,1,1,1,6,6,1,1,1,1,3,6,3,5,3,5,4,4,6,6,1,7,2,2,2,3,5,3,5,1,6,5,5,5,2,2,5,5,3,4,3,1,3,3,5,3,4,5,5,5,5,1,7,3,3,5,4,5,6,3,6,2,1,2,3,3,3,2,4,1
"2597","163982","A",5,6,5,7,2,3,7,2,2,1,1,2,7,3,1,7,3,4,3,5,2,7,2,7,2,3,3,7,7,7,3,4,5,2,3,4,2,5,5,6,1,7,2,1,2,2,5,3,6,1,6,2,6,1,7,5,5,1,5,6,6,6,5,7,6,2,6,4,3,4,7,3,7,4,1,3,6,6,5,6,3,7,2,7,1,1,5,7,6,2
"2598","163984","A",3,1,6,1,6,4,2,1,1,1,5,5,7,6,2,7,3,5,1,6,1,1,5,1,5,5,5,1,6,1,3,6,5,7,2,7,6,6,7,6,4,7,3,2,6,3,5,6,6,5,7,5,6,7,5,5,5,7,6,7,4,1,4,1,7,4,1,1,1,1,6,1,4,7,1,7,2,2,1,4,1,1,1,1,1,1,4,1,1,1
"2599","163985","A",1,1,1,1,1,1,5,3,1,1,1,1,3,1,3,1,1,1,5,5,1,1,1,1,2,1,1,1,1,2,1,5,5,5,2,5,4,5,6,6,1,6,3,1,3,1,5,5,5,1,6,5,6,5,2,3,5,5,5,3,1,1,1,1,4,4,6,6,6,6,5,1,5,4,1,4,6,5,6,1,6,1,1,1,1,1,5,1,1,1
"2600","163986","A",3,1,3,1,3,1,6,6,1,1,3,5,5,3,3,6,1,1,5,6,1,1,5,1,2,2,2,1,1,5,4,7,4,6,5,7,3,4,7,7,7,6,2,5,6,3,6,7,4,3,7,4,6,5,5,3,6,4,7,5,3,1,3,1,5,1,6,4,3,3,4,2,4,3,1,5,5,1,5,3,3,4,1,1,3,1,4,3,2,1
"2602","163988","A",6,1,6,1,7,1,6,4,3,5,5,1,2,6,5,6,1,1,6,7,4,2,3,1,2,2,2,5,2,5,6,6,3,7,6,7,6,6,5,3,2,7,3,5,4,6,4,6,6,1,5,5,5,5,6,3,5,5,4,5,5,3,4,3,6,1,6,5,4,5,3,1,6,5,2,7,5,4,6,4,5,7,1,3,3,1,5,5,4,1
"2603","163990","A",3,2,6,3,6,1,4,6,2,5,1,6,2,5,1,3,3,1,6,3,3,6,5,4,5,4,1,3,5,3,3,4,6,3,4,3,5,3,5,4,7,3,3,3,4,4,3,4,5,2,5,4,5,4,4,2,2,1,7,4,4,4,4,4,6,1,3,3,3,4,5,1,3,3,1,3,3,1,6,3,5,5,1,6,2,1,3,6,1,2
"2604","163991","A",7,1,7,4,7,1,3,5,1,1,1,1,6,1,2,7,1,2,1,7,1,1,1,2,1,1,5,2,1,5,1,3,2,3,2,7,2,3,7,7,1,7,2,3,2,1,4,3,5,1,7,2,7,2,6,7,5,2,7,4,4,5,1,5,4,1,4,4,4,4,4,1,5,3,1,7,5,4,4,4,4,5,1,5,1,1,4,5,1,1
"2607","163995","A",6,2,6,2,3,1,6,5,2,3,2,1,5,5,5,7,1,1,5,7,1,1,1,1,3,5,1,1,7,2,3,3,2,4,2,7,2,3,5,3,2,7,2,2,2,1,7,6,6,1,5,6,6,5,3,2,4,5,5,4,3,3,4,2,5,3,4,5,2,2,5,1,4,2,2,7,4,5,5,4,2,2,1,2,1,2,3,2,2,1
"2612","164000","A",5,1,5,1,5,1,5,5,1,1,1,1,5,2,1,5,1,1,5,6,1,1,1,1,1,1,1,1,1,1,2,7,3,6,3,7,3,3,7,7,5,7,3,2,6,3,5,7,3,1,7,6,7,6,7,5,6,6,7,7,3,1,4,3,4,5,4,4,1,1,6,1,5,1,1,5,5,1,4,1,1,4,1,1,1,1,5,4,1,1
"2613","164001","A",1,1,4,1,1,1,1,1,1,1,7,1,1,3,1,2,1,4,1,5,1,1,1,1,5,1,1,1,5,1,7,7,5,7,7,7,7,7,7,7,4,7,7,7,7,5,5,7,7,2,7,7,7,7,7,7,5,7,7,1,1,4,1,4,1,1,4,4,4,4,7,1,4,4,1,1,4,2,4,1,4,4,1,4,4,7,4,4,7,1
"2614","164003","A",2,1,3,1,5,1,5,3,1,1,2,1,3,2,1,6,1,2,3,7,1,1,5,1,1,1,3,1,1,3,3,7,5,7,5,7,3,5,7,7,5,7,2,5,5,3,6,6,6,2,7,7,5,7,7,6,5,7,7,5,2,1,1,1,4,1,5,4,2,2,3,1,4,4,1,5,2,2,3,2,2,1,1,1,1,1,2,1,1,1
"2621","164012","A",7,1,6,3,7,1,2,1,1,1,2,1,7,3,1,6,1,1,2,7,1,1,1,1,3,1,1,1,1,2,7,7,6,7,4,7,6,7,7,7,7,7,3,7,5,7,6,7,7,1,7,7,7,7,7,7,7,7,7,6,4,1,4,3,7,1,3,2,2,3,4,1,7,1,1,7,2,1,3,6,2,1,1,1,1,1,2,1,1,1
"2622","164013","A",6,1,6,1,6,2,5,2,2,2,2,1,5,6,2,6,3,6,2,6,1,2,3,1,2,2,5,1,2,1,1,7,1,7,3,6,4,5,5,5,5,7,2,3,5,4,5,5,5,2,5,7,4,7,5,5,6,7,6,6,6,1,5,1,5,2,4,3,3,2,6,1,3,5,4,6,5,3,4,2,2,2,2,1,2,1,5,1,2,2
"2623","164014","A",5,5,6,5,6,1,5,5,1,1,1,1,7,6,1,7,1,1,7,6,6,6,5,1,3,3,1,6,5,6,5,5,3,5,4,6,4,5,7,7,1,7,1,3,2,4,3,2,5,2,5,3,4,4,6,6,3,2,4,3,3,4,5,4,4,1,5,5,2,2,1,1,6,3,1,6,1,1,7,5,5,5,1,2,1,1,2,5,1,4
"2624","164015","A",6,2,7,3,7,1,6,4,3,3,4,1,6,7,2,7,1,2,3,7,3,2,1,5,3,6,4,6,1,1,1,4,1,4,1,7,2,4,4,4,4,7,2,1,6,1,6,6,5,1,4,2,7,2,5,2,4,2,6,6,6,4,6,4,6,1,5,2,2,2,4,1,4,5,1,6,1,1,2,6,2,4,1,4,2,3,4,4,2,1
"2625","164016","A",5,4,5,4,5,5,3,4,6,7,6,5,4,6,6,6,4,1,5,6,5,4,6,4,5,6,6,4,1,6,4,7,5,7,3,6,6,7,7,5,7,7,7,7,4,4,5,7,7,6,6,7,7,7,6,5,4,7,7,4,4,4,4,4,5,5,6,4,5,7,5,1,6,4,4,3,5,1,5,6,3,3,1,6,1,4,7,3,1,2
"2631","164023","A",1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1,7,1,1,3,1,1,1,1,1,3,7,3,7,3,7,1,1,1,1,3,7,7,3,6,3,7,6,1,4,1,2,7,7,7,7,7,7,7,7,5,5,5,6,4,1,2,2,1,2,7,1,7,4,1,4,1,1,2,4,1,7,1,6,1,1,1,6,1,1
"2632","164024","A",7,2,6,2,4,4,7,4,1,1,2,2,5,2,2,5,1,1,3,6,1,1,5,1,2,6,5,1,2,6,3,6,4,6,5,4,2,5,7,7,4,7,2,5,6,2,7,7,4,2,7,7,5,7,6,4,5,7,4,4,6,2,6,2,2,4,7,4,1,1,2,2,6,2,3,7,1,1,5,6,1,1,2,1,1,3,5,1,4,4
"2634","164027","A",3,1,5,1,7,5,1,1,1,1,5,5,6,5,5,6,2,5,1,6,1,1,5,1,6,5,5,1,5,6,7,7,3,7,5,4,7,7,7,7,2,7,3,4,3,4,7,6,7,1,7,7,4,7,5,5,3,7,7,4,3,4,3,4,7,3,2,2,2,2,7,1,6,5,3,7,4,3,2,3,2,4,3,4,2,4,5,4,4,2
"2635","164028","A",3,1,6,1,1,1,5,3,1,1,1,1,2,1,1,2,1,1,2,3,1,3,1,1,1,1,1,1,1,1,5,7,4,6,5,7,4,5,7,7,6,7,2,6,6,5,7,7,6,2,7,7,7,7,7,6,6,7,7,5,3,3,2,5,4,1,6,5,3,4,1,1,6,2,1,5,1,1,6,3,2,7,1,5,1,2,1,6,4,1
"2636","164029","A",3,1,3,4,5,1,4,2,5,5,3,1,5,4,1,5,1,1,4,5,5,2,1,3,1,1,1,3,3,1,4,7,4,5,4,6,4,6,4,4,3,7,3,2,7,1,7,7,6,2,4,4,6,7,6,5,7,7,7,7,2,2,2,3,6,1,5,6,4,4,4,1,2,2,1,6,4,4,6,2,4,3,1,3,1,2,5,3,3,1
"2638","164032","A",4,4,7,3,3,3,4,4,3,1,1,5,7,6,2,5,1,1,4,7,3,5,2,5,5,3,4,6,3,7,3,5,3,4,3,3,2,3,4,7,2,4,2,1,4,3,4,7,5,1,4,3,3,3,4,2,4,3,4,4,1,1,2,1,3,2,4,3,3,3,5,1,3,4,1,3,2,1,2,1,3,2,1,2,1,1,4,3,1,1
"2639","164033","A",6,1,6,2,7,3,3,2,1,1,1,2,7,6,2,7,3,1,2,7,1,1,2,1,1,6,7,1,6,5,2,5,2,3,2,3,2,3,6,6,2,7,2,2,2,3,3,6,3,1,6,4,5,2,7,2,3,2,4,2,5,1,5,3,7,2,3,2,1,1,5,3,6,6,2,7,4,2,3,5,1,5,2,5,1,3,4,5,5,4
"2642","164036","A",4,1,6,1,4,1,1,1,2,1,4,1,5,4,3,4,2,1,1,7,1,1,1,1,2,1,3,1,2,3,2,4,1,5,6,5,5,5,5,5,3,4,1,3,2,6,4,3,5,1,5,6,3,5,6,5,4,5,7,3,1,1,1,1,4,1,5,4,2,3,5,1,2,1,1,7,4,3,6,3,2,1,1,1,1,1,4,1,1,1
"2647","164042","A",5,1,6,1,7,1,1,1,1,1,1,1,1,7,1,7,1,1,1,6,1,1,1,1,1,5,1,1,5,1,5,5,4,5,7,7,2,4,3,4,2,6,3,5,2,6,4,5,5,3,4,6,2,5,5,3,4,5,3,5,2,1,2,2,5,2,5,3,4,5,5,1,1,6,3,7,4,5,5,2,3,4,1,3,1,5,5,2,5,1
"2648","164044","A",5,1,4,5,7,1,4,3,2,2,5,1,7,7,5,7,1,1,3,6,5,1,1,2,1,1,3,3,1,1,4,5,3,4,5,7,2,5,6,6,4,7,1,4,1,3,5,5,5,1,6,7,7,5,7,4,2,3,5,5,5,1,3,1,7,1,5,5,3,3,7,1,7,7,1,7,1,1,5,3,4,1,1,1,1,1,5,1,1,1
"2650","164046","A",4,3,3,3,5,2,3,3,2,4,1,5,4,6,2,5,3,2,3,5,2,4,3,5,4,5,5,5,4,5,4,4,3,3,5,3,5,4,4,5,5,5,5,5,4,4,5,5,5,6,4,4,5,5,5,5,4,5,6,4,5,5,4,4,2,4,4,5,5,5,3,1,5,4,4,3,3,3,3,5,3,5,1,4,1,1,4,5,1,1
"2652","164048","A",4,1,4,1,5,3,5,3,1,1,3,2,5,6,3,6,1,1,4,5,1,1,3,1,2,1,3,1,1,2,4,7,4,7,2,5,4,6,7,7,2,6,1,2,3,2,4,5,4,2,7,4,4,7,4,7,3,7,4,3,2,1,3,1,4,3,4,4,1,1,5,1,4,7,4,7,4,4,4,3,1,1,1,1,4,1,4,1,4,1
"2655","164053","A",3,1,5,1,4,1,6,4,1,1,3,1,3,5,4,6,2,1,3,6,1,1,2,1,2,2,5,2,2,3,4,7,3,6,5,7,2,4,7,7,3,7,3,4,2,5,5,6,5,2,7,6,6,5,5,6,3,5,7,5,4,1,5,2,4,1,7,5,3,3,6,1,3,5,2,5,3,1,4,4,3,5,1,3,1,2,4,5,2,1
"2657","164055","A",4,1,5,1,7,1,4,1,1,1,3,1,7,7,2,7,1,5,2,1,1,4,1,1,1,7,2,1,1,5,5,7,5,7,6,7,4,6,7,7,2,7,3,4,2,4,3,3,6,2,7,5,6,4,7,2,6,4,6,4,5,1,4,2,5,1,4,2,1,1,7,1,4,7,1,7,4,4,4,2,1,4,1,2,1,4,4,2,1,1
"2659","164059","A",1,1,3,1,7,1,5,2,1,1,1,1,5,5,1,7,1,7,3,7,1,1,1,2,3,7,1,3,3,3,5,7,3,7,2,7,2,3,7,7,4,7,2,3,4,1,7,7,2,1,7,7,7,7,5,5,7,7,7,5,5,1,5,1,7,1,5,5,4,4,4,1,7,7,1,7,1,7,7,5,3,1,1,1,2,1,4,1,1,1
"2660","164060","A",1,1,2,1,5,1,7,1,1,1,1,1,5,7,1,7,1,1,1,3,1,5,1,1,2,2,1,1,1,7,6,7,4,7,5,7,2,7,7,7,2,7,5,4,6,5,6,7,7,3,7,2,5,7,5,5,4,6,7,4,1,1,4,4,5,4,6,4,4,4,6,1,4,4,1,7,4,1,4,4,4,4,1,4,1,2,4,4,1,1
"2662","164063","A",7,1,7,1,4,1,6,4,1,1,1,1,1,5,2,7,1,1,1,7,1,1,1,1,1,1,2,1,1,1,2,7,2,7,4,7,2,7,7,7,2,7,5,4,6,4,7,7,7,1,7,7,7,7,7,7,7,7,7,7,4,1,4,2,4,1,7,2,2,2,7,1,4,2,2,7,7,2,3,1,2,4,1,1,1,1,7,2,1,1
"2663","164065","A",5,1,3,1,6,3,6,3,1,1,3,1,5,2,6,5,5,1,4,6,1,5,1,1,1,2,5,4,1,3,5,7,6,5,5,3,1,4,6,7,1,6,4,4,3,3,3,6,4,1,7,4,4,2,4,4,2,2,5,3,6,1,6,4,6,4,4,5,7,7,7,1,4,6,2,6,4,4,5,6,7,4,1,4,1,2,5,4,5,4
"2664","164067","A",4,2,6,5,6,1,6,2,1,1,6,5,7,6,3,5,1,4,5,7,1,6,1,7,7,2,6,7,6,1,3,6,3,5,4,7,2,5,5,5,2,7,4,2,4,2,5,6,4,2,7,3,7,5,1,3,2,5,6,3,3,2,2,4,6,2,7,4,4,4,5,1,6,2,2,5,5,3,5,3,3,5,1,4,3,3,4,4,5,1
"2665","164072","A",5,5,5,4,7,4,2,6,3,3,5,7,4,6,4,1,5,4,5,3,5,5,3,3,4,4,6,5,5,5,3,4,2,4,6,5,4,4,3,4,5,4,4,4,2,4,4,4,5,5,6,6,3,5,4,6,6,4,6,4,5,4,2,4,3,4,3,5,3,5,4,5,4,2,6,5,4,5,5,5,4,5,4,6,3,3,4,4,3,4
"2667","164074","A",5,6,4,2,2,1,5,1,1,1,3,1,6,1,2,5,1,1,2,6,1,1,2,1,1,1,2,1,7,2,1,3,2,5,2,6,2,6,6,7,4,7,2,3,6,2,6,7,6,1,7,6,6,7,6,6,5,6,1,6,4,2,4,1,3,1,7,5,5,4,4,1,7,3,1,7,1,1,4,4,3,2,1,1,1,1,4,1,7,1
"2669","164077","A",7,2,7,2,7,1,1,1,1,1,7,1,5,7,1,7,4,4,1,7,1,1,1,1,1,1,1,1,1,1,2,6,1,6,4,7,7,7,7,7,1,7,5,2,5,1,5,7,7,1,7,7,7,7,7,5,7,4,7,5,1,1,1,1,4,1,4,4,4,4,7,1,1,1,1,4,4,4,4,1,4,1,1,1,1,1,4,3,1,1
"2670","164079","A",2,1,7,6,7,1,2,1,1,1,6,1,7,1,5,7,2,4,2,7,6,1,2,1,6,7,7,1,7,5,4,5,2,3,1,7,3,2,7,7,2,7,1,5,3,5,4,5,2,1,5,6,7,2,7,6,7,3,7,7,3,2,3,5,7,1,4,3,2,2,7,1,7,5,1,7,3,4,5,3,3,3,1,3,1,1,4,5,4,1
"2671","164082","A",7,1,7,1,7,1,3,2,3,1,5,1,5,7,5,7,1,1,5,7,1,1,2,1,1,1,1,1,2,6,2,7,2,7,3,7,2,2,2,2,5,7,6,2,4,1,5,5,2,1,2,7,7,7,7,3,7,7,7,4,7,2,4,2,7,1,4,5,4,4,4,1,2,7,1,7,3,2,4,1,4,2,1,2,1,1,2,2,1,1
"2675","164086","A",6,6,7,6,7,1,7,5,1,1,6,5,7,7,3,7,2,1,5,7,1,6,3,4,7,7,7,4,3,5,3,5,3,5,3,7,2,4,4,4,2,4,3,3,3,2,4,7,3,1,4,4,3,3,6,4,2,3,7,4,5,4,5,5,7,2,7,5,3,3,4,2,7,5,2,7,3,2,5,7,3,6,1,4,2,3,4,6,2,1
"2676","164089","A",6,3,5,3,7,1,1,1,1,1,7,5,6,7,5,7,2,1,2,6,1,3,5,1,1,1,1,1,7,7,4,5,3,5,7,7,5,6,7,7,1,6,4,7,2,5,5,7,5,1,6,6,7,7,7,6,7,7,4,2,5,3,2,3,7,1,4,3,2,3,7,1,5,7,3,6,4,1,5,3,3,2,1,1,2,1,2,1,3,6
"2679","164095","A",7,1,5,5,5,1,1,1,1,1,1,1,7,1,1,7,1,4,1,7,1,4,1,4,1,6,2,4,1,5,5,3,3,4,5,7,7,7,7,7,5,7,1,7,7,5,7,6,7,1,7,6,7,6,7,7,6,6,7,4,3,1,3,3,4,4,1,1,1,1,4,1,3,2,1,6,4,1,1,1,1,1,1,1,1,1,1,1,1,1
"2680","164096","A",5,4,3,5,5,2,5,5,4,2,3,1,3,3,5,5,3,2,4,5,3,2,2,2,4,5,2,2,4,5,5,4,5,4,5,5,2,3,5,4,2,6,3,5,1,5,4,4,4,4,5,6,5,6,3,3,3,6,5,3,5,3,5,2,6,2,5,5,6,6,5,1,3,6,3,5,5,3,5,5,6,1,2,1,3,3,5,1,2,4
"2681","164097","A",5,1,7,4,1,1,4,1,1,1,1,1,6,1,1,7,1,1,2,6,1,1,1,2,5,1,1,2,1,1,6,5,6,4,5,4,4,6,7,7,3,7,2,5,4,4,5,6,5,3,7,5,6,6,5,5,6,5,6,6,5,2,4,3,4,2,5,5,5,6,4,1,6,3,2,5,5,5,5,4,6,3,1,3,2,1,7,3,4,1
"2683","164099","A",7,5,7,7,6,2,5,5,3,3,5,5,7,3,2,4,1,1,5,7,3,5,5,7,6,3,5,5,3,7,2,3,1,2,5,7,3,5,5,5,1,7,1,3,5,7,5,5,5,1,5,3,6,2,5,3,2,2,5,5,4,4,7,7,4,1,5,3,3,3,5,1,7,2,1,4,3,1,3,7,3,5,1,5,3,2,6,7,1,1
"2684","164100","A",1,1,1,1,6,1,1,1,1,1,1,1,7,5,1,5,1,1,1,5,1,1,1,1,3,2,1,1,6,5,2,4,3,5,3,7,3,2,5,5,4,6,1,3,3,3,4,6,4,1,5,5,5,5,4,2,6,5,4,2,2,4,1,2,5,1,4,4,3,3,4,1,4,2,1,3,3,1,4,1,3,4,1,1,1,1,2,3,1,1
"2686","164102","A",4,4,4,4,3,4,5,3,1,1,2,4,5,3,3,3,1,1,4,5,1,5,5,3,5,5,3,3,2,4,4,3,4,4,4,2,3,6,6,6,1,6,2,2,4,4,7,4,4,2,6,2,5,5,3,2,2,5,7,3,3,3,3,3,4,2,4,6,5,5,2,1,4,2,5,4,5,1,6,3,5,5,1,2,2,1,4,2,1,2
"2691","164107","A",3,5,5,2,3,3,5,3,5,3,5,5,3,5,5,4,3,4,3,3,4,3,4,5,4,3,2,4,5,3,4,4,6,3,5,5,5,3,5,4,5,5,4,4,2,3,3,5,4,4,4,4,5,5,3,4,4,4,3,4,5,3,3,4,4,5,5,5,4,3,4,2,4,2,4,4,3,5,3,5,4,4,4,2,5,4,6,5,5,4
"2692","164109","A",5,3,4,4,5,1,6,5,3,4,1,1,4,3,4,6,2,1,2,5,2,2,1,2,2,2,3,3,1,4,1,6,1,7,2,7,6,7,6,5,3,7,7,1,2,1,4,7,5,1,5,7,7,6,5,3,5,7,7,2,5,5,3,4,6,1,4,4,4,4,7,1,4,3,3,6,5,1,4,4,4,4,1,4,2,3,5,3,4,1
