"","unique_ID","subsample","R1","R2","R3","R4","R5","R6","R7","R8","R9","R10","R11","R12","R13","R14","R15","R16","R17","R18","R19","R20","R21","R22","R23","R24","R25","R26","R27","R28","R29","R30","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","P11","P12","P13","P14","P15","P16","P17","P18","P19","P20","P21","P22","P23","P24","P25","P26","P27","P28","P29","P30","B1","B2","B3","B4","B5","B6","B7","B8","B9","B10","B11","B12","B13","B14","B15","B16","B17","B18","B19","B20","B21","B22","B23","B24","B25","B26","B27","B28","B29","B30"
"1599","161825","A",2,1,2,5,1,6,1,1,1,1,1,1,5,2,3,1,1,1,1,2,1,1,1,1,2,1,2,1,1,2,1,5,2,3,2,2,7,7,7,7,3,6,2,2,4,2,5,6,7,2,7,6,6,6,6,5,6,6,6,5,3,1,4,1,2,4,5,3,3,5,5,1,5,3,2,2,5,1,3,3,3,1,1,1,1,1,5,1,1,1
"1600","161831","A",5,1,5,1,5,1,6,1,1,1,6,1,1,7,5,7,1,2,1,7,1,1,1,1,2,1,5,1,1,6,4,6,4,6,6,7,3,5,2,2,2,7,3,4,3,1,6,4,7,1,2,3,6,3,4,3,3,3,5,3,4,1,4,3,7,5,7,5,4,4,5,1,1,7,3,7,4,4,6,3,4,4,1,1,3,2,6,3,2,2
"1604","161835","A",5,6,1,6,5,1,7,1,1,1,1,1,5,1,1,7,1,1,1,7,1,5,1,1,1,1,1,6,1,5,6,7,7,7,4,7,5,7,7,7,7,7,2,5,5,4,5,7,7,1,7,7,7,7,7,3,7,7,7,6,6,4,3,4,5,1,7,4,4,4,4,1,4,2,1,7,4,1,7,1,4,4,1,4,1,1,4,4,1,1
"1605","161837","A",6,2,3,6,5,1,2,6,2,2,4,2,6,4,3,6,2,1,2,6,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,7,5,5,5,5,2,6,2,2,6,2,6,7,5,2,5,4,4,2,6,4,5,2,4,5,5,4,5,4,6,1,6,6,6,6,5,2,4,5,2,6,4,2,6,5,6,4,2,4,2,2,3,4,2,2
"1606","161841","A",4,1,3,1,3,2,4,2,1,1,3,1,1,7,3,7,2,1,2,6,1,1,2,2,5,2,3,2,5,3,3,4,4,5,4,5,1,7,7,7,3,7,3,1,4,3,4,5,5,2,7,3,5,2,4,3,5,2,6,4,2,1,2,1,3,2,6,5,5,5,5,1,1,4,3,5,5,4,4,2,5,1,1,2,2,3,5,2,4,1
"1609","161845","A",2,1,3,1,2,1,6,1,1,1,2,1,2,1,2,6,2,1,1,5,1,2,1,1,2,1,1,1,1,5,5,6,3,4,7,7,2,7,7,7,1,7,2,7,5,4,6,7,5,2,7,5,7,4,5,5,6,4,7,5,4,2,4,2,6,2,4,2,2,2,5,2,4,3,4,7,5,4,3,2,2,6,2,4,1,4,4,4,2,2
"1616","161853","A",1,2,3,2,7,5,5,5,1,1,1,1,7,7,5,7,1,1,5,7,1,3,6,1,5,7,5,2,1,2,4,6,3,6,3,3,4,4,6,7,1,7,4,1,4,1,7,6,4,3,6,4,6,6,4,6,4,4,6,6,1,4,1,4,7,4,4,4,1,2,7,2,7,7,2,7,4,1,4,7,1,7,1,1,4,2,4,4,2,1
"1617","161854","A",2,1,3,1,7,1,2,2,1,1,6,1,3,3,6,7,1,5,1,5,1,1,1,1,3,6,1,1,2,5,3,5,3,6,4,7,3,4,4,4,1,7,3,2,3,1,2,5,6,2,4,4,7,4,2,1,4,3,6,3,3,2,2,2,4,2,3,3,3,3,7,1,3,4,2,6,4,5,4,3,3,2,1,2,2,4,3,2,2,1
"1618","161855","A",6,2,2,3,7,2,2,4,3,2,6,1,5,6,2,5,1,1,1,6,2,3,2,6,5,1,1,5,6,5,3,5,5,3,6,5,5,3,4,4,3,6,2,3,4,3,5,5,6,3,3,6,7,2,4,4,6,2,5,4,4,2,3,4,6,2,7,3,3,3,5,2,4,3,2,6,3,3,5,3,4,3,1,4,2,1,6,5,6,1
"1619","161856","A",1,1,4,1,6,1,5,2,2,2,2,1,1,7,6,6,5,5,4,4,4,5,1,1,1,7,5,1,2,1,7,5,5,5,4,7,3,6,4,2,4,7,2,4,3,3,6,6,6,2,5,4,7,2,7,2,6,2,7,7,1,1,1,1,7,4,6,3,6,4,5,1,1,1,4,7,7,6,6,4,4,7,1,4,2,5,6,4,1,1
"1620","161858","A",7,3,7,2,7,1,1,1,1,1,1,7,7,7,1,7,1,1,1,7,1,5,7,5,7,7,1,5,7,7,1,2,1,3,1,7,5,4,3,6,7,2,1,1,4,1,7,7,7,1,6,2,2,2,3,2,2,2,4,2,7,6,7,6,7,1,5,4,5,4,4,1,7,7,1,7,4,1,7,4,4,7,1,7,4,6,7,7,4,2
"1621","161859","A",5,2,5,2,4,1,5,5,1,1,1,1,7,4,1,3,1,1,2,6,1,7,2,7,2,5,1,7,3,1,5,6,3,6,4,6,2,4,7,7,1,7,1,4,2,4,2,3,3,5,7,1,7,1,4,6,6,1,6,7,5,1,5,1,4,2,7,7,7,7,4,1,6,5,1,4,4,1,7,6,7,6,1,6,1,1,4,6,1,1
"1627","161866","A",3,1,6,1,6,4,1,1,1,1,6,1,1,7,5,7,5,2,2,7,1,1,2,1,5,5,4,1,5,1,5,4,4,4,4,4,5,5,6,6,2,6,3,6,3,5,6,5,5,2,6,3,6,4,7,4,6,3,5,3,5,3,4,4,4,2,5,5,3,3,6,1,3,4,2,6,5,3,5,4,3,5,1,3,2,4,4,4,3,3
"1628","161869","A",5,1,5,1,7,1,5,1,1,1,1,1,5,7,3,7,1,1,5,6,1,2,1,1,1,3,1,1,1,5,3,5,3,5,2,7,2,6,7,6,3,7,3,3,5,4,6,7,3,2,7,2,6,3,6,5,6,3,6,5,4,1,2,1,5,1,7,4,1,1,4,1,4,4,3,6,1,1,6,2,1,4,1,1,1,1,4,3,1,1
"1630","161871","A",5,1,3,2,3,2,4,2,1,1,5,4,4,2,5,4,2,3,5,6,1,3,2,2,1,5,3,4,5,1,2,6,3,3,5,4,2,3,7,7,2,6,2,3,2,4,6,5,3,1,7,4,5,2,6,2,2,2,4,6,2,2,2,3,5,2,4,2,7,7,5,2,4,1,1,7,4,3,5,4,7,2,1,3,1,3,1,4,3,1
"1631","161872","A",6,2,4,2,6,1,1,1,1,1,1,1,6,6,3,6,2,4,1,6,1,5,1,2,5,5,2,2,5,5,6,4,6,4,6,7,5,5,5,5,3,6,3,6,4,6,5,5,5,3,5,6,6,6,6,5,7,5,5,6,3,2,3,2,6,1,1,1,1,1,6,1,4,6,1,4,4,4,1,3,1,4,1,2,1,2,3,2,3,1
"1632","161873","A",1,1,2,2,6,1,2,3,1,1,1,2,5,5,5,3,1,2,2,5,1,1,1,1,2,1,2,1,2,5,6,7,6,6,6,7,6,7,6,6,1,6,5,6,5,6,7,7,5,1,6,7,7,7,6,7,6,7,6,5,2,1,2,1,3,3,4,5,4,4,7,1,6,3,1,7,6,1,5,3,4,1,1,1,1,1,6,1,1,1
"1633","161877","A",5,1,6,5,7,1,5,7,2,3,1,1,7,7,2,7,1,1,6,7,1,6,1,1,6,1,1,1,6,7,5,7,4,6,7,7,2,7,6,6,1,7,3,5,3,4,7,1,7,2,7,6,7,7,7,5,4,7,7,4,4,1,4,4,7,4,7,7,5,7,7,1,7,7,1,7,4,1,7,5,5,6,1,1,7,1,7,1,2,1
"1634","161878","A",6,1,5,2,5,1,7,5,3,1,4,1,6,5,1,6,2,1,3,6,1,1,1,3,5,5,2,3,2,1,3,6,3,6,5,7,1,3,7,7,6,7,2,4,7,4,6,7,4,1,7,7,7,5,5,6,6,5,7,7,5,2,4,2,5,1,4,5,4,7,5,1,5,3,2,5,5,2,6,3,7,1,1,3,3,3,4,3,1,1
"1637","161884","A",6,3,5,3,3,1,6,5,2,2,2,1,5,2,2,6,1,1,5,6,2,7,1,3,2,2,1,6,3,1,2,5,2,5,4,6,2,5,6,6,1,6,2,3,2,1,4,5,7,1,6,3,5,6,5,6,3,6,6,6,3,1,1,2,3,1,5,5,4,4,1,1,2,1,2,5,4,1,5,1,4,5,1,1,1,1,4,3,1,1
"1639","161886","A",6,2,5,2,6,7,1,1,1,1,7,1,3,6,7,5,1,1,1,7,1,3,1,3,1,7,1,3,1,7,1,6,1,5,1,7,1,1,1,1,7,7,4,1,7,1,7,7,1,1,1,6,7,5,7,7,7,5,7,4,5,2,5,2,5,2,1,1,1,1,7,1,2,5,2,7,7,7,1,5,1,2,1,2,2,1,7,2,1,6
"1640","161887","A",6,1,5,2,1,1,5,3,2,2,2,2,5,2,2,4,2,1,4,6,2,1,2,1,2,2,4,2,2,3,3,6,3,4,4,6,2,5,6,5,2,4,2,1,3,3,4,6,6,2,6,4,2,5,4,4,3,4,6,4,4,3,4,4,4,2,5,4,4,3,3,2,6,2,1,5,4,3,4,3,3,6,1,3,1,1,4,5,3,1
"1643","161892","A",5,1,4,2,4,4,7,5,1,1,4,1,5,4,1,7,1,4,4,7,1,1,1,1,1,7,2,1,4,6,4,7,2,7,4,5,1,5,6,7,1,7,4,2,6,5,5,4,6,1,7,7,7,7,7,6,4,7,6,6,1,1,1,1,4,1,4,5,7,7,7,1,4,1,1,6,5,7,7,1,7,1,1,1,1,3,6,3,4,1
"1645","161895","A",6,1,5,1,3,2,6,5,1,1,1,1,3,6,2,5,2,1,4,6,1,1,5,1,5,1,2,1,1,1,5,6,5,7,6,6,4,4,7,7,4,4,4,3,5,6,6,7,4,1,7,6,4,4,5,5,6,4,6,7,2,1,2,1,5,4,6,4,4,4,4,1,4,4,1,7,4,7,4,4,4,1,1,1,3,1,6,1,3,1
"1647","161897","A",7,1,6,1,7,1,7,1,1,1,1,1,1,2,1,7,1,1,2,6,1,1,1,1,1,1,1,1,1,1,1,7,2,7,1,7,1,4,5,5,1,7,5,5,5,1,5,6,3,1,5,4,7,5,7,6,4,5,7,7,4,1,3,1,7,1,6,4,1,1,4,1,4,1,1,7,1,1,4,4,1,4,1,1,1,1,4,4,1,1
"1649","161899","A",7,1,6,1,7,2,7,5,1,1,5,1,5,7,2,2,1,1,6,7,1,5,1,7,1,5,1,7,1,1,2,7,2,6,5,5,3,5,7,7,1,7,2,5,6,6,7,7,6,1,7,5,7,6,7,1,7,7,7,7,6,3,5,3,7,5,5,5,2,2,6,1,5,7,2,3,1,1,7,7,2,6,1,7,1,4,7,6,5,1
"1650","161901","A",6,2,7,3,6,2,3,5,1,1,6,7,5,5,5,6,3,2,5,7,2,2,1,2,6,7,1,1,5,3,6,7,7,6,4,5,5,6,7,7,1,6,5,3,6,5,5,7,6,4,7,6,7,4,5,6,6,3,7,6,5,1,3,2,6,2,3,5,2,4,7,2,4,2,2,7,6,1,6,1,3,5,1,3,2,7,4,3,5,2
"1652","161903","A",6,1,2,1,3,1,6,4,1,1,2,1,6,5,2,6,1,1,5,6,1,1,2,1,1,2,2,1,1,2,2,7,5,7,3,7,2,6,6,6,6,7,2,4,6,5,6,7,5,1,6,7,6,7,7,7,6,7,7,6,4,1,2,1,4,1,5,4,4,4,4,2,7,4,2,6,1,1,5,6,4,1,2,1,1,2,6,1,1,2
"1656","161908","A",7,3,6,5,6,1,6,6,3,1,1,2,7,2,3,6,2,1,2,7,1,1,5,1,5,1,1,5,5,6,3,5,5,4,1,7,5,3,4,6,3,7,2,5,4,3,3,7,5,2,7,6,6,5,5,5,6,3,7,4,6,3,5,5,6,3,7,6,5,5,5,1,7,1,3,7,5,5,4,4,5,1,2,1,1,1,5,2,2,1
"1662","161914","A",1,1,1,1,6,2,4,4,1,1,2,1,1,6,2,6,1,1,4,6,1,1,1,1,2,1,1,1,1,3,4,7,7,7,4,6,5,5,4,4,5,7,2,1,6,1,7,7,6,1,4,4,5,2,5,3,7,3,7,4,2,1,1,1,3,1,3,3,3,3,4,1,1,6,1,6,3,3,3,1,3,3,1,1,1,1,3,1,1,2
"1663","161915","A",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,7,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1665","161919","A",2,1,5,1,7,1,4,2,2,1,7,1,5,6,2,7,2,5,2,6,1,1,1,1,6,7,3,1,6,3,5,7,4,6,3,7,3,7,5,7,2,7,4,1,2,2,2,5,5,1,7,2,7,3,5,5,2,3,6,4,3,1,5,1,6,1,5,3,4,4,4,1,5,1,1,7,5,3,4,5,2,4,1,1,1,2,3,1,2,1
"1666","161920","A",6,1,6,1,6,1,6,5,2,2,2,1,2,6,2,6,2,1,2,6,2,6,1,1,3,1,1,1,1,4,2,7,2,7,1,4,2,5,5,5,1,6,2,1,2,1,3,4,6,2,5,2,5,2,3,5,4,2,6,4,2,1,2,1,4,1,2,2,2,2,3,1,3,1,1,4,4,1,3,3,2,4,1,2,1,1,3,2,1,1
"1669","161923","A",6,3,6,1,5,1,6,5,1,1,2,1,1,6,2,7,1,1,5,6,1,5,1,5,1,1,2,5,2,2,2,3,3,3,4,5,1,5,7,7,1,6,2,2,3,3,4,2,5,1,7,2,5,2,6,4,3,2,5,4,3,2,3,3,4,2,5,7,6,6,6,1,4,4,2,6,5,4,7,4,6,3,1,3,1,1,6,3,4,1
"1670","161924","A",6,1,5,1,7,1,3,2,1,1,2,1,1,6,1,7,2,1,6,6,1,1,1,1,2,5,3,1,1,1,5,6,6,7,4,7,4,4,6,6,4,7,2,1,7,6,4,5,2,2,6,6,6,6,5,5,2,6,7,6,4,4,3,4,6,2,4,3,3,3,6,1,6,7,3,7,5,2,5,5,5,7,1,5,2,3,3,5,5,1
"1671","161925","A",6,3,5,3,4,1,6,3,1,1,1,1,7,3,3,5,1,1,5,7,1,4,2,4,6,2,5,5,5,6,3,3,3,5,4,7,3,4,4,4,2,6,2,2,3,3,5,6,5,1,4,2,4,3,4,3,3,2,3,2,2,1,3,1,1,1,4,3,1,1,4,1,4,1,1,5,4,1,1,1,1,3,1,2,2,1,3,2,2,1
"1678","161945","A",3,2,3,3,2,2,1,2,3,3,3,2,3,2,2,2,3,1,2,3,2,2,2,2,3,3,2,3,1,2,2,5,3,3,3,2,2,2,3,2,2,5,2,2,3,2,2,3,3,2,3,3,6,4,5,5,3,4,4,6,2,6,1,4,4,5,4,3,3,3,6,1,7,3,6,5,4,5,4,1,2,6,1,6,1,4,5,7,5,5
"1679","161946","A",4,1,7,1,1,1,7,1,1,1,1,1,5,1,1,4,1,1,4,7,1,5,1,1,1,1,1,5,7,1,4,7,4,7,1,7,1,7,7,7,7,7,4,6,7,4,7,7,2,1,7,5,7,7,7,7,7,4,4,7,1,1,4,4,4,4,7,2,1,3,4,1,7,6,4,7,4,4,2,4,1,4,1,1,1,1,4,4,1,1
"1682","161952","A",1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,4,5,7,5,6,5,4,1,7,2,4,5,3,5,6,5,2,7,6,7,4,7,4,6,3,7,6,3,2,2,2,3,1,5,4,3,3,7,1,3,3,1,4,6,1,4,1,4,2,1,2,1,1,5,1,1,1
"1683","161955","A",6,1,5,2,7,1,6,2,1,1,1,1,3,7,2,7,1,1,1,6,1,1,1,1,1,1,1,1,4,1,4,7,4,4,2,6,1,7,7,7,1,7,3,1,2,3,7,5,6,2,7,7,6,6,6,6,6,6,2,6,3,1,2,4,6,4,7,7,6,6,7,1,6,5,2,7,6,3,6,5,6,2,1,1,1,1,4,3,5,1
"1685","161957","A",5,1,5,1,6,3,5,3,1,1,2,2,7,2,2,7,1,1,5,6,1,1,1,1,2,3,2,1,1,2,4,6,3,7,3,6,2,4,7,7,1,6,2,5,2,4,2,4,5,2,7,6,6,6,4,3,3,6,6,2,7,1,5,3,6,2,4,4,4,4,6,1,6,5,1,7,2,2,4,4,4,3,1,3,3,1,6,3,1,1
"1686","161958","A",7,1,7,1,7,1,4,4,1,1,1,1,1,7,2,7,1,1,4,7,1,2,1,1,1,1,1,1,2,5,4,7,4,6,5,7,5,5,7,7,1,6,3,6,2,5,6,4,5,1,7,6,6,7,6,6,7,5,5,4,5,1,4,1,6,1,4,4,4,4,6,1,1,6,1,6,5,2,4,4,4,1,1,1,1,1,4,1,1,1
"1689","161961","A",6,1,7,5,6,2,7,2,7,6,1,1,5,5,5,7,1,3,5,6,6,1,1,2,5,5,6,1,3,5,5,6,4,4,5,7,2,5,4,4,2,7,2,5,4,4,6,6,6,2,3,6,6,5,4,2,5,4,5,4,5,3,4,6,7,5,6,3,6,5,6,4,7,5,2,7,4,3,5,3,5,5,1,5,3,4,5,5,2,3
"1690","161962","A",6,1,5,2,7,4,3,3,1,1,6,1,3,7,3,7,1,2,4,6,1,1,2,3,2,3,6,2,6,2,3,4,3,5,5,3,3,4,5,5,1,7,2,5,2,2,2,4,4,1,6,4,2,3,4,3,3,3,4,5,4,3,3,4,6,3,5,3,3,4,6,1,4,6,1,7,4,1,5,2,5,6,1,4,2,3,5,5,3,2
"1692","161965","A",5,1,5,2,5,1,5,3,2,1,1,1,3,5,1,5,1,1,3,5,4,4,1,1,3,1,1,3,4,1,4,6,3,5,5,6,3,5,6,6,1,6,3,5,4,4,6,4,6,3,3,3,5,4,3,6,3,4,4,5,4,1,4,4,5,2,4,4,4,4,5,1,5,3,2,5,4,2,4,4,4,5,1,1,2,1,4,3,2,1
"1693","161966","A",3,4,2,6,2,1,1,1,1,1,1,4,4,2,1,1,1,1,1,2,1,6,4,4,4,5,1,4,3,3,3,4,2,5,4,4,1,2,1,2,6,3,5,2,5,3,6,1,2,3,2,6,3,4,2,3,1,5,4,3,3,4,3,5,5,4,1,1,1,2,4,6,4,5,3,4,4,2,2,2,1,5,4,5,5,5,3,3,5,6
"1697","161972","A",1,1,7,1,7,1,6,1,1,1,2,2,7,7,2,7,1,2,2,7,1,1,1,1,6,7,2,1,2,3,6,7,1,6,6,7,2,7,7,7,2,7,2,7,7,5,6,5,6,1,7,7,4,5,4,4,5,5,6,3,2,1,4,4,6,1,6,5,4,4,5,1,6,7,1,6,7,4,6,4,4,7,1,5,4,7,6,5,4,2
"1700","161975","A",6,1,5,1,6,1,5,2,1,1,1,1,6,6,2,5,1,1,5,6,1,1,1,1,2,1,2,3,1,5,3,5,5,6,2,7,3,6,4,6,1,7,2,1,5,3,5,7,3,1,4,5,6,5,3,3,5,3,6,5,4,5,3,3,4,1,4,2,1,1,4,1,6,7,3,6,3,1,3,3,1,2,1,2,3,1,5,3,1,1
"1702","161979","A",5,2,6,2,5,2,4,4,1,1,4,2,7,7,2,6,1,1,5,7,1,5,2,4,6,6,5,5,6,5,3,6,2,7,2,7,4,4,7,7,2,7,4,2,7,2,7,7,5,1,7,4,6,7,4,6,5,6,7,5,4,1,4,1,7,1,7,7,7,7,7,1,6,6,1,6,1,1,7,4,7,5,1,1,1,1,6,1,2,1
"1706","161984","A",5,4,3,3,4,1,6,6,1,1,1,1,3,5,2,5,1,1,6,6,1,1,1,1,2,1,1,2,1,2,2,3,2,4,2,7,2,3,7,7,6,7,4,1,6,1,7,7,4,2,7,2,7,3,6,6,6,2,7,5,3,4,3,3,5,1,6,6,3,3,3,2,6,4,1,6,3,2,6,2,3,4,1,3,2,1,3,4,2,1
"1711","161997","A",4,3,3,1,6,2,4,2,2,1,2,3,2,6,3,5,3,1,3,6,3,3,3,1,3,2,2,1,1,5,3,5,3,6,5,5,4,4,2,2,3,3,2,3,4,4,6,5,4,2,2,2,2,4,3,3,4,4,5,2,1,2,1,3,3,2,4,4,2,2,3,2,4,5,2,3,4,4,4,2,2,3,2,3,2,4,4,3,3,1
"1712","161998","A",6,5,6,5,5,1,6,2,1,1,4,1,7,6,1,7,1,2,6,6,1,7,2,7,5,4,2,7,3,2,1,4,2,4,3,3,3,6,6,6,1,6,2,1,4,2,6,3,6,1,6,2,5,1,3,2,5,1,4,4,5,4,2,4,4,3,3,3,2,2,4,1,4,1,1,7,4,1,5,4,1,4,1,4,1,2,4,4,2,1
"1716","162002","A",5,4,2,3,5,6,5,5,7,2,1,1,3,6,3,5,5,1,4,4,6,3,1,5,1,1,6,4,1,1,2,3,6,4,2,3,5,6,5,4,1,7,4,3,4,4,3,1,6,4,3,4,6,3,7,7,3,3,7,6,5,4,2,5,7,5,5,4,3,4,7,1,2,5,5,4,3,1,5,3,6,6,2,5,1,2,3,4,1,2
"1717","162004","A",5,6,5,5,5,1,6,5,1,1,4,1,6,6,2,5,2,1,3,7,1,6,1,2,5,2,1,7,6,1,3,3,2,3,4,7,3,4,7,7,1,5,2,1,4,1,2,7,6,1,7,5,5,2,6,4,6,3,2,5,3,2,4,2,4,1,6,5,6,5,3,1,5,1,1,7,4,1,5,4,6,4,1,1,2,1,2,2,1,1
"1722","162011","A",5,1,3,5,6,1,5,2,2,2,5,1,6,6,5,6,4,6,1,7,5,1,3,2,2,5,6,2,5,5,2,6,2,5,5,7,4,6,6,6,3,7,2,5,2,3,3,5,7,1,6,6,6,5,7,4,5,6,6,5,2,2,2,5,6,3,6,6,7,7,6,2,4,6,3,6,2,5,7,2,6,3,2,3,2,4,4,3,3,2
"1723","162012","A",6,1,6,4,6,2,1,1,1,1,7,1,5,7,5,6,3,6,1,7,1,1,1,1,5,6,5,2,1,7,2,7,2,7,1,7,5,3,7,7,1,7,3,7,5,1,7,5,5,1,7,7,7,7,7,7,4,7,7,7,7,3,7,6,7,1,6,7,1,3,7,1,7,3,1,7,1,3,7,7,1,6,3,1,4,1,4,5,1,1
"1724","162014","A",1,1,4,1,6,2,4,5,1,2,5,3,2,6,2,5,1,1,5,7,2,1,3,1,3,2,1,1,1,3,4,4,4,3,3,4,3,5,5,6,1,3,2,1,2,5,7,3,5,1,5,3,2,5,3,3,6,2,6,4,4,2,4,4,7,2,5,5,5,4,6,1,4,5,2,7,4,4,6,6,5,6,1,1,1,2,4,4,4,1
"1728","162019","A",2,1,3,3,7,1,3,2,1,1,3,1,5,7,2,7,1,1,2,7,1,1,1,1,3,5,1,1,6,3,4,5,4,3,4,6,2,6,7,7,4,7,2,4,4,2,7,7,4,1,7,6,5,4,5,3,5,2,5,5,3,1,2,4,6,1,7,4,4,4,6,1,4,6,3,7,4,2,5,2,4,4,1,4,1,2,5,4,2,2
"1732","162023","A",6,1,5,1,7,1,5,3,1,1,2,1,1,1,3,6,2,1,3,7,1,1,1,1,1,1,3,1,1,1,2,7,3,6,2,7,2,4,7,7,5,7,3,3,4,4,5,7,5,1,7,7,7,3,7,7,4,3,7,7,3,1,2,1,7,1,7,4,2,4,5,1,3,1,4,7,4,1,5,3,2,1,1,1,1,1,5,1,1,1
"1733","162024","A",6,2,3,1,6,2,7,7,1,1,2,6,6,7,2,6,2,2,7,6,7,6,5,6,5,2,2,6,1,1,4,6,5,7,3,3,2,4,7,7,1,3,3,4,3,5,3,3,5,2,3,2,2,3,4,2,3,3,5,3,2,1,3,1,5,3,4,4,1,1,4,2,4,6,1,5,3,3,5,2,4,3,1,2,2,1,3,3,1,1
"1736","162027","A",7,1,6,4,7,4,2,2,1,1,1,1,6,4,3,7,1,2,2,7,1,1,1,1,3,6,1,3,6,7,4,7,5,5,3,6,2,3,7,7,6,7,5,3,5,2,5,7,5,1,7,7,7,7,5,4,7,6,7,3,6,1,5,4,6,6,6,5,6,5,1,1,6,2,1,7,5,5,5,7,5,1,1,1,3,5,5,4,4,6
"1740","162033","A",5,5,6,6,5,3,5,5,2,3,4,1,6,5,3,5,2,1,4,6,2,6,2,4,3,5,3,5,1,2,4,2,4,2,2,3,2,4,6,6,1,7,2,2,3,3,3,6,4,2,6,2,5,3,5,2,5,3,6,2,3,6,3,6,6,4,6,5,5,5,6,1,6,4,3,7,5,3,6,4,5,6,1,4,3,2,4,4,2,1
"1742","162037","A",5,1,5,1,5,1,3,2,1,1,2,1,2,4,4,5,1,1,2,5,1,1,2,1,1,1,1,2,2,5,2,7,2,7,3,7,4,4,7,7,2,7,4,2,3,1,7,6,5,1,7,7,5,4,6,4,3,4,6,4,4,2,4,2,4,1,4,3,2,2,4,1,2,1,1,7,3,1,3,6,2,4,1,4,1,1,3,4,1,1
"1743","162038","A",4,1,4,4,3,2,4,1,3,1,4,2,2,4,5,6,3,2,1,6,1,1,3,2,3,4,1,4,2,6,4,4,5,5,5,5,2,6,3,3,1,7,3,3,2,3,3,4,6,1,3,3,6,6,5,3,6,6,6,2,3,3,2,3,3,3,4,4,3,3,5,2,4,2,1,7,4,2,5,3,3,3,1,3,1,1,3,3,2,1
"1744","162039","A",6,1,6,2,5,2,2,2,2,1,3,1,2,7,2,6,3,1,2,6,1,1,1,1,2,4,2,2,5,6,2,6,3,6,3,5,4,4,5,5,1,7,5,2,3,3,2,6,4,2,6,6,7,6,5,4,5,5,6,4,3,3,3,3,4,4,5,4,4,4,6,1,3,4,3,5,5,4,5,3,4,3,1,2,1,4,5,2,4,2
"1749","162044","A",4,1,5,1,6,1,5,1,2,1,4,2,5,6,1,5,1,2,1,6,2,1,2,2,2,1,3,2,2,1,4,3,4,5,2,7,3,7,5,6,2,5,2,2,4,5,5,4,6,2,6,2,2,3,5,2,2,3,4,7,4,3,4,5,6,2,3,7,4,4,4,1,4,5,2,7,4,5,7,4,4,7,2,5,1,1,4,6,4,1
"1750","162045","A",6,4,5,1,4,1,4,2,1,1,1,1,4,5,1,7,1,1,4,7,1,1,1,1,1,1,1,1,1,1,3,4,3,5,3,7,3,4,7,7,6,5,2,1,7,2,6,6,4,1,7,2,4,4,6,5,5,4,7,6,3,3,2,3,3,1,4,3,2,2,3,2,3,3,1,5,3,2,3,2,2,5,1,4,1,1,3,4,2,1
"1752","162047","A",6,1,5,6,4,1,5,1,1,1,1,1,7,2,2,6,1,1,2,6,1,1,1,1,2,2,2,1,1,3,3,4,4,3,4,4,3,6,7,7,2,2,2,6,4,4,4,6,6,2,7,4,2,4,3,3,2,4,3,2,3,2,3,5,4,1,4,2,1,1,2,1,5,2,1,6,1,1,2,3,1,2,1,2,2,2,2,2,1,1
"1757","162052","A",6,2,5,2,6,2,1,1,1,1,3,1,4,6,3,6,2,2,1,5,1,2,5,2,2,2,3,2,1,5,2,6,2,6,1,7,6,6,6,6,5,6,3,1,5,1,7,7,6,1,6,6,5,6,6,4,6,6,7,5,6,2,4,2,6,1,2,2,1,1,2,1,5,6,3,6,1,1,2,4,1,2,1,2,1,1,5,2,1,2
"1759","162054","A",3,2,5,3,6,2,2,2,1,1,2,2,3,5,2,5,2,2,2,5,1,1,2,1,1,2,1,1,1,2,4,5,4,4,3,7,4,4,7,7,6,7,2,3,6,3,6,7,4,2,7,7,7,7,7,5,7,7,7,6,2,2,2,4,5,1,5,5,2,2,2,2,4,4,2,4,2,2,5,2,2,1,2,1,1,2,3,1,1,2
"1760","162056","A",7,5,5,5,6,1,2,2,1,1,3,1,7,3,5,3,2,1,1,6,1,5,2,1,1,2,1,1,5,2,2,4,4,4,5,5,4,6,5,7,2,7,3,6,3,5,4,6,6,3,7,2,7,7,6,7,7,7,4,5,6,5,4,5,5,5,5,4,3,3,4,1,7,5,3,5,4,1,3,4,3,6,1,1,2,2,4,1,4,1
"1762","162058","A",5,2,4,1,6,1,5,3,1,1,2,2,5,6,2,6,2,1,2,5,1,1,2,1,3,4,1,2,2,5,2,4,2,5,1,7,2,3,5,5,2,4,2,1,2,1,2,4,3,1,5,4,4,5,3,3,3,4,4,3,1,1,1,1,4,1,5,2,1,1,4,1,1,3,1,4,1,1,2,1,1,1,1,1,1,1,3,1,1,1
