"","unique_ID","subsample","R1","R2","R3","R4","R5","R6","R7","R8","R9","R10","R11","R12","R13","R14","R15","R16","R17","R18","R19","R20","R21","R22","R23","R24","R25","R26","R27","R28","R29","R30","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","P11","P12","P13","P14","P15","P16","P17","P18","P19","P20","P21","P22","P23","P24","P25","P26","P27","P28","P29","P30","B1","B2","B3","B4","B5","B6","B7","B8","B9","B10","B11","B12","B13","B14","B15","B16","B17","B18","B19","B20","B21","B22","B23","B24","B25","B26","B27","B28","B29","B30"
"2593","163977","B",4,3,3,5,3,1,3,2,2,1,1,1,6,2,2,7,2,1,3,7,1,3,1,6,2,2,2,6,1,5,5,5,7,5,3,7,3,2,4,5,5,7,3,7,4,5,5,7,3,1,6,5,7,5,5,4,5,5,7,5,5,4,2,5,6,1,4,4,3,4,4,1,6,2,2,7,3,1,4,6,2,5,1,5,2,2,3,5,1,2
"2595","163979","B",5,1,6,5,6,1,6,4,1,1,1,1,7,6,5,7,2,1,5,7,1,7,1,1,1,6,6,1,1,2,5,7,5,4,3,7,4,4,7,7,1,7,4,3,3,4,4,7,4,1,7,5,7,7,7,4,5,7,7,7,5,1,3,7,5,1,7,6,7,7,7,1,7,3,1,7,4,1,7,1,7,7,1,1,1,1,7,4,1,1
"2596","163981","B",3,1,7,1,7,2,2,2,1,1,6,1,1,6,3,5,1,2,1,7,1,1,1,1,3,1,1,1,1,1,6,6,2,7,4,7,3,3,7,7,1,7,4,3,3,5,5,7,6,2,7,6,6,3,6,6,7,3,7,5,2,1,1,2,6,2,7,4,7,7,7,1,1,7,1,7,4,2,4,2,7,7,1,2,1,1,4,4,1,1
"2601","163987","B",5,7,5,5,5,3,7,2,3,3,2,1,6,6,3,6,2,1,4,5,2,3,3,6,6,6,2,5,2,2,3,2,2,3,3,2,2,4,4,4,3,7,2,3,4,2,5,6,3,2,4,4,3,2,2,2,3,3,4,4,3,5,3,4,5,3,4,3,3,3,2,1,6,5,2,7,2,2,5,3,3,3,1,4,3,4,4,4,4,2
"2605","163992","B",7,7,5,7,2,1,6,6,1,1,1,1,4,2,4,6,1,1,1,5,1,4,3,7,1,1,1,7,1,5,4,4,4,4,4,5,4,4,7,7,2,6,4,2,2,4,5,5,4,4,7,7,6,6,6,5,5,4,6,3,7,4,7,4,1,1,4,4,1,1,4,1,4,1,4,1,1,1,2,1,1,6,1,1,1,1,4,4,1,1
"2606","163994","B",7,1,7,1,7,4,7,7,7,1,4,1,4,5,2,7,1,3,7,7,4,1,1,4,4,7,2,4,4,1,7,7,4,7,5,4,1,1,7,7,5,7,4,4,6,6,7,7,1,1,7,4,7,4,6,2,6,4,7,7,4,1,7,4,7,4,7,5,6,1,7,1,7,7,1,7,7,7,7,4,6,7,1,7,6,7,7,7,1,1
"2608","163996","B",5,4,3,5,5,4,3,3,4,2,6,2,5,5,2,6,2,4,5,5,5,4,5,5,5,6,5,3,5,6,5,4,4,4,3,3,4,6,4,3,4,6,3,3,3,5,4,4,4,3,4,4,3,5,4,2,3,3,4,3,4,4,6,4,4,5,4,5,4,3,6,4,5,5,4,6,5,4,5,4,4,4,4,5,2,4,6,4,3,6
"2609","163997","B",5,2,5,3,1,2,3,5,1,1,1,1,5,1,6,7,1,1,2,7,1,1,1,1,1,1,1,1,1,7,4,3,3,3,3,5,4,2,7,7,2,7,2,3,5,2,6,7,3,2,7,7,7,6,6,6,7,6,7,4,3,3,3,3,5,4,4,3,5,2,6,1,4,4,4,4,4,1,2,6,3,5,1,2,1,1,4,3,1,4
"2610","163998","B",3,2,2,3,7,2,5,5,1,1,1,1,6,6,2,6,1,1,5,6,1,1,1,1,2,1,1,1,2,5,4,5,4,4,4,5,2,2,6,6,4,6,2,2,6,2,6,7,2,1,6,4,6,4,4,6,6,2,6,4,3,2,2,3,5,2,4,3,2,2,4,1,6,4,1,5,2,2,4,2,2,3,1,1,1,2,4,2,3,1
"2611","163999","B",6,2,6,1,7,3,1,3,1,1,4,1,4,7,2,7,1,1,2,7,1,5,1,2,2,2,1,5,2,6,3,5,2,5,1,5,6,3,6,5,3,7,3,2,2,1,5,6,4,1,7,4,7,3,4,5,3,2,7,2,2,2,1,1,4,5,1,4,2,2,6,1,2,4,1,7,4,3,5,1,2,3,1,1,2,1,4,3,2,4
"2615","164004","B",5,1,6,3,6,1,1,1,1,1,2,1,5,7,5,5,1,1,1,7,1,2,1,1,3,2,2,6,3,2,2,6,1,6,4,7,5,5,4,4,1,6,6,2,5,3,6,7,5,1,4,6,6,6,6,5,7,6,6,5,4,1,4,1,4,1,4,4,4,4,5,1,2,4,1,5,5,1,4,1,4,1,1,1,1,1,1,1,1,1
"2616","164005","B",4,4,4,4,4,4,1,1,1,1,4,1,4,4,4,4,3,4,1,4,1,4,4,4,4,4,4,4,4,4,1,1,1,1,1,2,4,4,4,4,1,2,1,1,2,1,2,1,4,1,4,1,2,1,1,1,1,1,1,2,1,4,1,4,1,1,1,1,1,1,4,1,4,1,1,1,1,4,1,1,1,4,1,4,1,4,4,4,4,1
"2617","164007","B",3,3,5,3,6,6,2,2,1,1,2,1,7,2,3,7,2,1,2,6,1,2,1,1,2,2,2,2,7,6,2,4,3,5,6,2,1,3,5,5,3,7,2,3,4,5,3,7,4,2,5,3,5,3,3,2,4,2,6,2,2,3,2,3,5,3,6,4,2,2,4,1,7,4,2,7,4,1,5,3,2,6,1,2,4,3,3,5,6,2
"2618","164009","B",3,1,3,1,5,1,1,1,1,1,2,1,5,5,3,3,2,5,1,5,1,1,2,1,5,3,5,1,2,3,5,7,5,7,4,7,4,5,5,5,4,7,2,4,5,5,3,6,5,4,5,7,6,7,5,4,4,7,7,4,3,2,4,2,6,2,4,2,1,2,5,1,5,6,3,6,4,6,2,4,1,2,1,2,5,2,5,2,1,2
"2619","164010","B",4,2,3,1,5,4,1,1,1,1,4,1,6,6,4,5,3,1,1,6,1,3,1,2,4,7,2,2,5,6,2,4,3,7,4,7,7,7,7,7,2,6,2,4,4,2,5,6,7,1,7,6,5,6,6,3,6,7,4,5,3,3,2,3,4,2,5,4,5,6,5,1,4,4,2,6,4,3,6,2,6,5,1,4,1,4,4,4,3,4
"2620","164011","B",6,5,5,3,5,3,5,5,6,6,3,4,4,6,5,5,4,3,5,6,4,5,5,5,4,3,3,4,4,3,5,6,5,5,5,6,4,3,5,3,6,5,6,6,5,4,3,4,5,4,4,6,6,6,6,5,5,6,6,7,6,4,6,4,6,6,4,5,4,3,3,2,6,5,6,5,5,4,3,6,4,4,2,5,2,1,4,5,2,2
"2626","164017","B",5,1,6,6,7,1,5,4,1,1,1,5,5,5,1,6,1,2,5,6,1,4,1,5,2,2,1,5,5,5,3,6,3,5,5,7,2,6,7,7,1,5,2,2,3,4,3,5,6,2,7,3,5,4,6,4,5,4,3,5,3,2,3,5,4,1,4,4,4,4,6,1,5,3,1,7,5,4,4,3,4,4,1,5,1,1,6,5,3,3
"2627","164018","B",5,1,4,1,6,1,4,3,1,1,1,1,4,6,2,6,1,1,4,5,1,1,3,1,5,1,1,1,1,4,3,4,3,5,4,7,3,7,3,4,5,7,2,4,5,4,7,7,5,1,6,2,4,7,3,5,7,7,7,4,4,1,4,1,4,1,4,1,3,2,4,1,4,1,1,7,5,5,4,1,1,7,4,1,1,1,7,1,3,1
"2628","164019","B",1,1,2,1,4,1,4,4,1,1,1,1,2,1,2,5,1,1,2,5,1,1,2,1,1,2,1,1,7,1,6,5,5,5,6,7,2,4,7,7,6,7,3,5,6,4,6,7,5,1,7,6,7,5,6,5,6,4,1,6,1,3,1,3,6,2,5,5,4,4,3,2,4,3,2,7,2,2,6,1,4,3,2,3,1,3,3,3,7,2
"2629","164021","B",5,1,5,1,5,1,5,2,1,1,3,3,5,3,3,6,1,2,2,6,1,1,1,1,5,5,5,1,5,3,3,7,3,7,3,5,3,5,6,6,1,7,3,1,2,2,2,4,5,2,6,6,6,6,4,2,2,5,4,5,1,1,1,1,6,1,5,5,4,4,5,2,6,4,1,6,4,2,6,1,4,3,2,2,2,1,5,4,2,1
"2630","164022","B",3,1,2,1,5,1,2,1,3,1,1,1,5,3,2,6,1,2,2,7,1,1,2,1,1,5,5,1,2,3,4,7,6,5,3,7,4,7,3,3,1,7,2,2,3,2,3,3,4,2,5,3,6,6,6,2,2,5,5,5,2,2,3,3,4,1,4,5,3,3,3,1,4,2,2,5,3,3,5,4,3,5,1,4,1,2,4,4,2,2
"2633","164026","B",7,1,7,2,7,1,6,5,6,6,6,1,7,3,2,7,1,2,2,7,6,2,6,1,1,1,6,2,2,1,2,7,2,7,2,7,2,3,5,5,1,7,3,4,2,2,4,7,7,1,5,5,3,4,7,5,2,3,7,6,4,4,4,4,7,1,5,5,4,4,6,2,7,3,2,7,1,1,7,4,4,5,1,5,1,1,4,5,1,1
"2637","164031","B",6,1,6,2,5,1,4,1,1,1,2,1,6,5,1,6,1,1,5,6,1,1,1,1,1,1,1,1,1,1,5,7,6,7,5,7,4,2,1,1,5,7,7,6,6,5,7,7,1,5,1,7,7,7,7,7,7,7,7,7,4,2,4,2,4,1,3,3,2,2,3,1,4,4,2,4,4,4,4,4,1,2,1,2,1,1,6,2,1,1
"2640","164034","B",6,1,6,1,3,1,6,5,1,1,7,1,2,2,1,3,2,5,3,7,1,1,3,1,7,5,1,1,7,1,4,7,2,7,5,7,1,4,7,7,1,7,6,4,6,1,3,4,7,1,7,7,6,7,2,1,6,7,3,5,4,1,3,1,3,1,7,5,1,2,7,1,2,1,1,7,4,2,4,2,1,1,1,1,1,1,3,1,1,1
"2641","164035","B",6,2,5,3,7,1,7,4,1,5,3,1,7,7,3,7,2,1,4,6,1,1,2,3,2,6,1,4,6,1,5,4,4,5,3,6,2,4,6,5,1,7,2,1,2,3,3,4,4,1,7,2,4,4,6,3,6,3,6,6,6,2,4,1,7,1,7,6,7,6,7,1,7,6,1,6,6,2,6,7,6,5,1,2,1,1,5,3,1,1
"2643","164038","B",7,1,7,1,5,1,1,1,1,1,6,1,1,1,6,7,1,1,1,6,1,1,1,1,1,4,2,1,7,1,4,5,5,4,4,7,3,7,7,7,2,7,2,5,4,3,6,6,6,2,7,6,3,6,7,5,3,6,1,7,7,6,6,6,5,1,7,6,5,5,6,1,5,2,1,7,1,1,6,4,4,6,1,6,1,1,6,7,4,1
"2644","164039","B",5,3,5,5,5,1,7,4,1,2,2,1,7,5,2,6,2,2,5,6,1,4,3,2,5,1,2,1,1,6,5,4,7,4,7,7,2,6,7,7,2,7,1,1,5,1,4,6,4,2,7,4,7,7,5,6,6,7,6,3,1,1,1,1,6,1,6,4,4,6,4,1,1,1,1,6,4,1,4,1,4,1,1,1,1,1,4,1,1,1
"2645","164040","B",5,1,6,3,7,1,5,3,2,1,2,5,5,7,3,7,1,2,6,7,5,1,5,1,1,5,1,1,2,1,4,7,7,6,5,7,1,3,5,3,2,7,2,6,2,5,7,5,6,1,6,7,4,7,5,7,7,7,7,5,4,1,3,7,7,2,7,5,7,6,5,1,7,7,1,7,5,1,7,4,6,7,1,1,6,1,4,1,4,1
"2646","164041","B",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4
"2649","164045","B",6,5,7,5,7,1,7,6,1,1,1,1,7,7,1,7,1,6,7,6,1,7,1,1,5,2,6,5,1,3,2,2,3,2,1,7,1,3,7,7,1,7,2,2,3,1,2,3,4,2,7,4,6,5,3,3,2,1,6,4,7,7,7,7,7,3,7,7,1,1,6,1,7,7,1,7,4,7,7,7,1,7,1,4,4,1,6,7,6,4
"2651","164047","B",5,2,5,4,6,3,7,6,6,6,6,1,6,6,6,6,1,1,7,6,6,7,1,6,5,6,2,6,6,6,4,5,3,5,3,5,2,5,4,4,1,7,2,2,3,1,2,6,5,1,4,2,7,6,6,2,4,5,4,3,3,4,2,4,5,2,5,5,4,4,7,1,4,1,4,7,4,7,5,2,4,5,1,4,1,4,7,4,5,2
"2653","164049","B",5,2,5,5,5,1,3,2,2,2,2,1,7,3,5,6,3,2,4,3,2,1,2,1,6,5,3,2,5,5,5,3,4,1,4,7,4,4,3,3,6,6,2,6,3,3,4,5,4,2,6,7,5,6,5,2,6,6,4,4,5,3,4,5,4,4,3,4,5,5,4,1,6,3,5,6,3,5,5,6,3,1,2,1,3,6,3,2,2,4
"2654","164052","B",5,4,7,3,5,2,2,1,1,1,1,1,4,5,1,4,1,1,1,6,1,3,1,5,2,5,1,5,4,1,5,4,4,5,4,3,4,6,5,5,2,7,3,4,4,5,5,5,7,3,5,7,6,5,6,4,6,5,4,5,3,6,4,6,4,2,4,4,3,2,2,2,4,4,2,4,3,4,4,4,2,4,1,5,2,4,4,5,6,3
"2656","164054","B",6,7,6,7,6,1,4,5,4,4,1,1,7,6,1,6,1,1,4,7,5,7,1,7,1,1,5,7,1,1,4,7,4,7,4,7,2,7,7,7,5,7,6,4,7,4,7,7,7,4,7,7,7,1,7,7,7,1,1,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,5,7,7,1,7,7,7,7,1,7,1,5,4,7,7,1
"2658","164057","B",6,2,6,2,6,1,6,3,1,1,2,1,5,6,2,6,1,1,3,6,1,5,1,5,5,1,2,5,1,1,3,5,3,4,3,6,2,5,7,7,6,5,3,3,6,3,6,6,5,3,7,3,5,3,4,5,6,3,5,5,5,3,5,3,5,3,5,4,4,4,5,1,4,5,1,5,3,3,4,5,4,4,1,4,1,1,3,4,1,1
"2661","164062","B",6,2,7,2,7,1,2,2,1,3,1,1,6,6,2,7,1,2,2,7,2,1,1,1,2,5,5,1,1,6,3,5,3,6,1,7,2,5,4,3,1,7,2,2,2,1,3,5,5,1,3,7,6,2,7,2,5,7,6,4,4,2,4,2,7,4,6,4,4,4,6,2,4,6,3,7,4,3,4,6,4,2,1,2,2,4,4,2,3,3
"2666","164073","B",4,4,5,5,4,5,5,5,3,4,5,5,5,5,4,4,5,5,3,5,5,4,5,4,4,5,4,5,4,5,5,4,3,5,4,4,4,4,3,5,4,3,4,4,4,4,5,4,4,3,4,5,3,4,3,3,3,4,3,3,4,4,4,3,4,4,4,4,5,3,4,3,3,4,4,5,3,4,4,3,4,4,3,4,4,3,5,4,4,4
"2668","164076","B",5,2,5,5,4,1,7,3,7,5,1,2,5,2,3,5,2,1,4,7,7,2,5,5,6,2,3,6,5,1,4,5,4,5,4,6,2,7,5,5,2,7,2,3,4,2,5,5,5,1,3,7,6,6,3,5,3,5,5,5,5,3,5,5,5,2,5,5,5,4,5,2,4,2,2,6,5,3,6,2,5,4,2,6,3,2,5,6,5,2
"2672","164083","B",4,1,7,1,7,1,6,5,1,1,1,1,1,1,6,7,1,1,4,7,1,5,1,1,1,1,1,1,1,1,6,7,5,4,7,7,6,6,7,7,6,7,4,7,5,7,7,7,7,5,7,5,7,7,6,7,6,7,7,7,4,4,4,4,4,1,6,4,1,1,6,1,4,4,1,4,1,1,5,4,1,6,1,4,1,1,4,4,1,1
"2673","164084","B",7,1,7,6,7,1,4,2,7,1,2,1,3,7,2,7,1,1,4,7,1,6,1,1,5,5,1,1,5,1,2,7,3,5,4,7,3,6,7,6,2,7,5,2,3,1,4,7,6,2,7,5,7,7,5,5,2,6,5,7,5,1,7,6,7,1,6,5,5,2,4,1,4,5,1,7,2,1,5,5,2,7,1,1,6,5,2,5,7,1
"2674","164085","B",4,2,5,5,5,2,1,1,1,2,5,2,7,2,5,6,3,1,2,6,3,1,6,2,5,1,3,3,3,5,3,6,3,4,3,6,6,5,2,2,3,7,2,5,3,4,5,7,4,1,3,6,5,5,4,5,5,5,6,2,4,2,2,3,6,2,4,3,2,2,4,1,3,3,2,5,3,2,5,1,2,4,1,3,2,1,4,3,1,3
"2677","164091","B",7,1,5,5,7,1,7,1,1,1,1,1,7,7,1,7,1,1,5,7,1,1,1,1,1,1,1,1,1,6,1,7,5,4,4,7,2,7,7,7,1,7,2,2,2,1,7,5,6,1,7,7,7,7,7,5,7,7,7,7,4,1,1,2,4,1,7,1,1,1,7,1,6,1,1,7,6,1,4,1,1,3,1,1,1,1,2,1,1,1
"2678","164092","B",5,2,6,5,6,6,7,3,1,2,2,3,7,7,5,4,3,3,6,7,3,6,3,5,6,2,3,5,5,6,7,6,6,4,3,2,2,6,5,6,3,3,2,1,7,4,2,6,2,1,7,5,3,5,5,6,4,4,5,5,6,4,6,6,4,1,6,4,5,4,3,1,6,7,1,4,5,1,6,4,3,7,1,7,1,1,1,7,1,1
"2682","164098","B",3,3,2,5,2,1,6,5,3,4,5,4,5,5,3,5,2,1,4,6,3,4,2,5,2,5,2,2,4,7,4,5,3,3,2,4,5,4,6,2,5,5,3,4,3,1,7,4,3,6,3,2,4,2,4,4,2,2,2,2,6,4,1,2,3,3,6,2,3,3,4,1,1,3,5,4,4,3,4,5,4,2,1,4,1,1,5,2,1,1
"2685","164101","B",5,1,5,1,6,1,5,2,1,1,1,1,5,5,2,7,1,2,5,7,1,1,2,1,1,1,1,1,2,2,3,6,5,6,6,7,2,5,6,6,3,7,3,4,4,4,5,5,4,3,6,4,7,7,7,7,6,5,6,5,5,3,4,6,6,2,5,4,5,5,6,2,7,4,2,7,6,5,6,4,5,6,2,5,1,4,5,6,5,3
"2687","164103","B",5,7,3,7,7,6,5,5,3,5,3,3,5,7,4,5,3,7,6,7,3,5,7,6,6,6,6,3,7,5,5,4,4,7,3,5,6,3,6,6,6,7,6,5,7,7,3,5,5,6,7,6,7,5,5,7,5,6,6,4,5,5,7,6,6,4,5,4,5,6,7,6,7,6,5,4,5,3,5,6,7,4,7,7,6,5,6,6,5,4
"2688","164104","B",7,1,7,2,7,1,1,1,1,1,2,1,6,7,1,7,1,1,1,7,1,7,1,1,6,1,1,5,1,6,2,7,2,5,2,7,7,7,7,7,6,7,2,1,7,1,7,7,7,1,7,2,7,7,2,7,7,4,7,2,6,1,6,1,5,1,2,2,1,1,2,1,5,5,1,7,1,1,2,4,1,7,1,1,1,1,1,4,1,1
"2689","164105","B",6,3,7,6,7,1,5,4,1,1,1,1,7,6,1,7,1,1,3,7,1,5,1,1,5,1,1,3,1,6,1,6,1,2,2,7,2,6,5,7,3,3,1,1,6,1,6,6,5,1,7,3,2,5,4,5,5,3,7,4,5,1,5,7,7,1,7,3,2,1,1,1,7,3,1,7,1,1,3,5,1,5,1,1,3,1,1,5,1,2
"2690","164106","B",7,1,7,3,7,1,7,1,1,1,1,1,7,7,1,7,1,1,6,7,1,7,1,1,1,1,2,1,1,1,2,5,2,5,2,7,2,5,5,5,3,5,3,2,5,2,5,3,5,2,5,2,5,4,5,5,2,4,5,5,4,2,4,3,7,1,4,3,2,2,3,1,7,4,1,7,1,2,5,4,2,7,1,2,1,1,4,2,1,1
"2693","164110","B",1,1,1,1,4,1,4,7,1,1,1,1,4,3,1,4,1,1,1,4,1,1,5,1,1,1,1,1,6,7,1,7,4,7,1,7,7,5,7,7,7,7,7,1,7,4,7,7,7,1,7,5,7,5,7,7,7,7,7,7,1,7,4,7,4,1,4,7,1,1,1,1,7,1,1,7,1,1,1,4,1,7,1,4,1,1,4,7,7,2
"2694","164111","B",7,1,7,1,7,2,2,2,1,1,1,1,6,7,5,6,2,4,2,7,1,1,1,1,3,6,3,1,5,5,6,5,6,5,6,6,3,4,6,6,7,7,5,6,3,6,7,5,4,3,6,5,7,5,4,2,5,5,5,6,7,2,7,2,7,1,3,3,1,1,4,1,6,7,2,7,3,2,3,7,1,4,1,2,1,5,4,2,5,1
"2695","164112","B",5,5,6,6,4,6,5,4,2,2,4,5,6,4,3,6,3,4,4,7,2,5,5,5,6,5,6,5,5,6,4,3,3,3,3,3,3,3,6,6,3,5,3,4,5,4,6,6,4,1,6,5,4,4,4,3,5,4,3,4,4,3,3,4,4,5,5,5,5,5,4,2,5,4,2,2,4,3,5,4,6,4,2,3,3,2,6,3,2,3
"2697","164115","B",5,1,3,1,7,1,5,4,1,1,1,1,1,5,1,7,1,1,1,4,1,1,1,1,1,1,1,1,1,1,2,6,3,7,1,1,5,1,1,1,1,7,5,1,1,1,1,1,1,4,1,7,7,7,7,5,1,7,7,7,1,1,2,1,7,1,1,1,1,1,1,1,1,7,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2699","164117","B",5,1,5,1,5,2,2,2,1,1,6,2,1,7,5,6,2,1,2,6,1,1,2,1,1,1,1,1,1,1,3,7,3,7,6,6,4,5,7,7,2,5,7,5,3,4,5,7,6,1,7,7,5,7,6,6,6,7,6,7,3,1,3,1,5,2,3,3,2,2,6,1,1,7,4,5,4,1,3,4,2,1,1,1,1,1,2,1,1,1
"2702","164121","B",6,5,6,7,7,2,7,5,4,7,1,1,7,7,6,7,1,1,5,7,6,7,1,7,1,7,4,7,4,1,1,5,4,4,2,7,1,4,7,7,3,7,4,3,4,3,3,5,5,1,7,4,7,2,7,7,4,2,7,6,4,6,4,7,6,4,6,4,4,4,5,1,7,4,2,7,4,3,4,7,4,7,1,6,1,4,5,6,3,1
"2703","164122","B",5,3,3,3,4,3,6,4,2,2,7,1,5,4,3,6,5,1,5,5,2,4,2,4,4,7,5,5,6,7,5,3,3,4,4,4,2,2,6,6,1,7,4,4,3,4,4,5,2,4,6,4,6,3,5,5,3,4,5,3,2,4,5,4,4,2,5,5,5,5,5,2,5,4,2,6,4,4,5,6,5,5,2,4,1,4,4,5,4,2
"2704","164123","B",5,5,5,3,7,1,7,6,5,5,2,1,5,6,2,3,1,1,5,5,5,6,5,6,1,5,2,5,5,6,4,4,3,5,2,7,4,5,7,7,3,6,4,3,4,4,5,7,6,3,7,4,4,4,7,5,5,4,4,5,4,3,4,2,5,1,7,6,5,5,5,2,4,4,2,6,4,1,5,4,5,4,2,4,1,2,4,4,3,4
"2705","164124","B",6,2,4,2,6,1,5,3,1,1,1,1,5,4,1,7,1,1,2,6,1,2,1,3,2,1,1,3,1,3,4,5,3,4,3,7,4,3,7,7,2,5,3,3,5,1,5,7,4,1,7,5,5,2,6,7,2,2,7,4,4,1,4,2,4,1,4,4,1,1,6,1,4,4,1,4,4,1,3,4,1,3,1,3,1,1,4,5,1,1
"2706","164125","B",5,5,5,6,7,5,5,3,1,1,1,1,6,7,3,7,1,2,1,7,2,1,1,2,1,3,3,2,7,5,4,2,3,2,1,2,4,6,7,7,1,7,2,1,3,1,7,6,7,1,7,6,7,4,6,2,4,4,6,3,2,4,3,4,7,2,4,4,4,5,2,1,4,7,1,6,4,2,7,4,5,4,1,1,1,2,2,2,2,2
"2708","164128","B",2,1,3,6,6,1,6,4,1,1,1,1,6,7,1,7,1,1,1,7,1,1,5,1,4,1,1,1,5,6,5,6,5,3,3,7,5,5,7,7,5,6,3,3,6,4,6,7,4,1,7,3,6,4,5,5,5,4,6,5,2,4,2,4,5,1,5,5,3,3,4,1,6,5,1,5,3,4,5,4,3,4,1,4,1,2,4,4,3,3
"2711","164131","B",3,5,5,5,5,7,5,5,1,2,5,5,5,5,5,3,3,1,3,5,3,5,5,5,6,1,3,5,1,5,2,4,2,4,2,3,3,6,5,5,1,5,4,1,4,1,3,7,7,1,5,4,5,4,6,6,6,4,6,5,1,4,1,4,1,2,3,7,4,4,3,1,4,1,1,4,4,1,7,1,7,4,1,4,1,1,5,4,4,1
"2713","164133","B",3,1,3,2,5,1,2,1,1,1,2,1,6,6,5,4,3,1,2,6,1,1,1,1,1,3,3,1,1,2,3,6,2,5,2,6,4,7,7,7,1,7,2,1,5,4,5,7,5,1,7,5,6,5,7,3,5,5,7,3,3,3,3,3,5,1,4,2,1,1,5,1,6,3,1,6,5,2,4,4,1,1,1,1,1,1,5,1,1,2
"2714","164134","B",3,2,3,2,3,1,6,3,1,1,2,1,6,3,5,6,2,1,5,6,1,3,1,3,2,1,1,3,1,1,4,4,3,4,3,7,1,4,7,7,5,6,2,4,3,3,5,7,5,1,7,4,3,4,5,4,6,4,6,5,3,3,3,3,6,1,7,5,1,2,3,1,6,1,4,6,4,1,5,6,1,6,1,2,1,1,3,2,2,1
"2715","164135","B",6,5,6,5,6,3,2,2,2,2,2,5,7,6,2,6,2,5,2,6,2,3,3,1,3,5,5,1,2,3,2,3,2,2,2,7,4,4,4,4,2,5,2,2,2,2,4,6,4,2,4,6,5,6,6,4,6,6,5,3,2,5,2,7,6,1,5,5,5,5,4,2,7,3,2,6,5,2,5,2,5,5,2,4,2,2,6,4,2,2
"2718","164138","B",5,1,6,2,1,3,6,4,1,1,1,1,6,7,3,2,1,2,3,7,1,1,5,3,1,1,5,3,5,6,1,4,1,4,4,7,3,7,7,7,4,7,1,1,4,4,5,5,6,1,7,5,7,3,4,6,5,3,1,3,1,4,1,4,4,1,4,2,2,2,1,1,4,4,1,1,4,3,2,1,2,4,1,4,1,1,3,4,1,1
"2719","164139","B",6,5,6,4,5,1,2,2,1,1,1,2,5,4,2,6,1,1,3,7,1,7,1,2,2,2,1,5,1,3,3,2,3,3,3,7,5,5,7,7,5,5,2,3,6,2,7,7,5,2,7,2,5,4,6,5,5,2,7,5,5,5,6,4,6,1,3,3,1,1,3,1,5,4,2,7,2,1,4,6,1,7,1,3,1,1,3,6,1,2
"2721","164142","B",3,1,2,1,7,1,5,1,1,1,1,1,1,5,1,7,1,1,2,7,1,1,1,1,1,1,1,1,1,1,7,7,7,7,2,7,3,7,7,7,4,7,3,4,6,1,6,7,7,3,7,7,6,7,6,2,6,6,7,6,2,1,2,1,7,1,6,5,2,2,6,1,1,2,1,7,6,1,5,5,2,1,1,1,1,1,6,1,1,1
"2723","164144","B",5,5,5,3,3,1,7,4,1,1,2,1,5,3,2,5,1,1,2,6,1,5,3,5,2,5,1,5,5,5,3,3,3,5,2,7,2,2,7,7,2,7,2,2,4,3,4,5,5,1,7,5,6,6,6,2,7,5,6,4,4,4,3,4,5,1,6,5,2,2,5,1,6,5,1,5,3,1,4,4,2,6,1,6,1,2,1,6,2,2
"2728","164151","B",3,5,5,5,3,2,5,5,3,2,2,2,6,3,2,5,2,3,5,5,2,3,2,3,2,5,2,3,2,2,4,3,3,3,4,5,2,3,4,6,3,4,3,3,5,4,5,4,4,3,5,3,4,3,4,3,3,3,4,4,2,4,2,4,2,4,5,5,3,3,3,2,4,2,4,4,4,4,5,2,3,4,2,4,2,4,4,4,2,2
"2730","164155","B",5,1,3,2,5,2,6,1,1,1,1,1,3,7,2,6,1,1,3,5,1,2,1,1,2,1,5,1,1,2,3,4,4,4,2,3,4,6,4,6,1,4,2,1,3,2,6,6,5,2,5,3,4,2,3,4,2,2,5,3,3,2,4,3,4,2,4,4,3,3,2,1,3,4,1,6,4,2,3,4,4,4,1,2,2,1,4,3,2,1
"2731","164156","B",3,1,3,1,4,1,4,4,1,1,5,1,4,4,2,4,1,1,4,4,1,1,1,1,1,3,2,1,1,3,5,7,4,7,5,7,4,4,5,5,4,7,3,5,6,4,7,7,4,3,5,7,7,7,7,4,7,7,7,6,3,1,2,1,4,1,4,4,4,4,5,1,4,3,4,4,4,1,4,2,4,1,1,1,1,2,5,1,1,1
"2732","164157","B",3,1,2,1,6,1,3,1,1,1,1,1,7,6,1,5,1,1,1,6,1,4,1,2,1,1,1,5,1,1,6,7,6,7,3,7,4,7,7,7,1,7,1,3,5,5,7,7,6,3,7,2,7,4,6,6,5,2,7,4,3,1,3,2,6,6,4,3,3,2,7,1,6,4,1,6,4,4,4,2,2,4,1,2,1,1,5,6,1,1
