"","unique_ID","subsample","R1","R2","R3","R4","R5","R6","R7","R8","R9","R10","R11","R12","R13","R14","R15","R16","R17","R18","R19","R20","R21","R22","R23","R24","R25","R26","R27","R28","R29","R30","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","P11","P12","P13","P14","P15","P16","P17","P18","P19","P20","P21","P22","P23","P24","P25","P26","P27","P28","P29","P30","B1","B2","B3","B4","B5","B6","B7","B8","B9","B10","B11","B12","B13","B14","B15","B16","B17","B18","B19","B20","B21","B22","B23","B24","B25","B26","B27","B28","B29","B30"
"855","160762","B",5,1,5,1,5,1,2,1,1,1,5,1,6,5,3,5,1,1,1,7,1,1,1,1,2,1,1,1,6,2,3,4,3,6,4,7,5,6,5,5,2,7,2,4,4,3,5,7,6,1,5,4,7,6,6,6,3,6,6,6,4,2,3,2,5,3,4,5,3,3,6,1,4,5,2,6,4,4,6,3,4,4,1,2,3,1,4,2,4,2
"856","160763","B",7,1,7,1,5,1,3,5,1,1,4,1,5,4,1,7,1,1,3,7,1,1,1,1,4,1,1,1,1,1,4,7,1,7,4,4,4,5,7,6,1,6,2,2,4,4,7,7,4,1,6,7,6,7,4,5,7,7,5,6,4,1,2,1,4,2,5,4,5,4,5,1,3,3,1,5,3,5,6,2,6,1,1,1,1,1,4,1,3,1
"859","160767","B",3,1,2,1,6,1,5,4,1,1,1,1,6,5,2,6,1,2,2,7,1,3,2,1,2,1,1,1,1,1,4,7,4,7,4,7,3,5,7,7,4,7,3,3,5,1,5,5,7,1,7,4,7,5,6,4,6,5,7,6,1,1,2,1,3,2,5,3,1,1,4,1,3,3,1,7,4,1,2,3,1,2,1,2,1,1,4,2,1,1
"861","160770","B",6,3,3,3,2,1,5,5,1,2,1,1,5,5,1,6,1,1,5,5,2,2,2,2,1,1,5,2,1,1,5,5,2,5,2,5,2,3,6,6,2,6,3,5,5,4,6,6,3,2,7,5,6,5,5,6,5,6,7,6,5,2,3,2,4,1,5,5,3,2,1,1,2,4,1,5,1,1,3,4,2,2,1,1,2,2,3,2,1,2
"862","160772","B",7,2,6,2,7,1,6,2,2,1,2,1,7,7,1,7,1,1,2,7,1,5,1,1,2,1,1,1,1,1,2,3,2,5,3,7,3,4,6,7,4,7,3,2,7,3,7,7,5,1,7,2,7,4,6,6,7,4,7,7,6,4,5,2,6,1,4,3,2,1,4,1,5,5,1,6,2,1,3,6,1,6,1,1,2,1,2,2,1,1
"864","160781","B",7,1,7,1,7,1,6,5,1,1,1,1,6,2,1,7,1,1,6,7,1,7,5,1,1,1,5,1,7,1,5,7,5,7,5,4,1,5,7,7,1,7,3,1,7,1,7,7,5,1,7,3,7,5,6,7,3,5,7,5,5,1,3,1,6,1,7,6,6,5,5,1,3,1,1,7,1,1,7,4,5,5,1,1,1,1,5,1,4,1
"865","160785","B",6,1,6,1,6,1,2,2,1,1,1,1,6,6,1,6,1,1,2,6,1,1,1,1,1,1,1,1,1,1,4,6,4,7,4,7,2,6,7,7,1,7,3,4,5,4,7,7,6,4,7,7,7,5,7,7,7,5,7,7,7,1,7,1,7,1,4,4,4,4,7,1,6,7,1,7,4,1,4,7,4,1,1,1,1,1,4,1,1,1
"868","160789","B",5,1,5,1,5,1,3,1,1,1,1,1,2,1,1,5,1,1,3,7,1,1,1,1,1,1,1,1,1,1,2,7,2,5,2,7,4,7,7,7,6,7,5,5,7,2,6,7,4,1,7,6,7,6,7,6,6,6,7,7,3,1,3,1,5,1,4,1,1,1,2,1,4,1,1,4,1,1,4,3,1,1,1,1,1,1,1,1,1,1
"869","160790","B",7,1,7,1,7,1,7,4,1,1,1,1,5,7,1,7,1,1,5,7,1,1,1,1,1,1,1,1,1,1,4,7,5,6,6,7,2,7,7,7,3,7,2,7,7,6,7,7,6,1,7,7,7,7,7,7,7,7,7,4,2,1,3,1,5,1,7,5,4,4,7,1,7,4,1,7,6,4,7,1,5,1,1,1,1,1,7,1,2,2
"870","160791","B",3,2,5,5,5,5,2,2,2,2,5,1,5,3,5,6,2,2,2,7,2,3,5,5,3,3,2,5,2,5,4,6,4,5,5,4,6,5,4,4,3,7,2,5,4,4,6,7,6,2,5,6,6,6,5,4,7,6,6,6,4,2,4,4,4,4,5,5,5,5,7,1,4,4,4,6,4,4,5,4,5,4,3,4,2,3,2,4,3,1
"871","160794","B",7,5,6,6,7,7,6,6,5,2,3,1,7,6,6,7,2,1,6,6,7,6,1,5,7,7,6,6,1,6,5,3,4,3,2,3,1,6,7,7,1,7,2,6,4,5,6,7,6,3,7,2,5,3,3,4,3,4,7,2,4,7,3,7,7,5,3,4,7,7,6,1,7,5,3,5,6,5,7,3,5,6,1,5,3,6,6,5,5,4
"875","160798","B",6,1,5,1,7,2,3,1,1,1,1,1,1,7,3,6,3,1,1,7,1,1,1,1,1,1,1,1,4,1,4,6,3,6,3,5,4,7,7,7,6,7,4,1,3,2,4,3,7,1,7,7,6,6,7,6,5,7,5,5,3,1,4,1,4,2,1,1,1,1,4,1,3,7,2,6,4,2,1,4,1,1,1,1,1,1,3,1,1,1
"878","160801","B",3,4,3,5,3,3,4,4,4,4,4,4,4,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,5,4,4,4,4,2,4,3,3,5,3,6,5,4,3,4,3,4,3,3,3,4,3,3,3,3,3,3,3,3,4,5,5,5,5,5,4,3,3,4,3,2,3,5,3,5,3,4,3,4,4,5,3,4,4
"879","160802","B",2,1,6,1,6,1,1,1,3,3,1,1,7,1,3,7,1,1,6,7,1,1,1,1,1,1,1,1,1,5,4,7,3,7,3,7,3,5,4,4,3,7,4,7,4,3,4,7,5,1,5,7,7,7,7,6,6,7,7,4,2,1,2,1,7,1,3,3,3,3,4,1,2,1,1,7,4,1,5,4,2,1,1,1,1,1,4,1,1,1
"882","160805","B",1,1,2,1,6,1,1,1,1,1,5,1,1,4,7,5,3,1,1,7,1,5,1,1,7,5,1,1,6,7,6,7,5,7,6,6,4,5,6,5,3,7,2,2,4,3,5,7,7,1,6,4,6,6,5,5,6,3,4,2,2,1,3,1,4,1,7,5,4,4,5,1,4,5,2,7,3,1,6,4,5,4,1,2,2,1,4,7,1,1
"883","160806","B",1,1,2,1,7,1,4,4,4,3,2,1,1,2,1,7,1,1,4,6,4,1,1,1,1,1,1,1,1,1,6,7,4,6,1,7,5,6,7,6,2,4,5,4,7,4,7,7,7,1,6,3,4,5,6,5,7,5,7,5,2,1,2,1,7,1,4,4,4,4,4,1,1,3,1,7,1,1,4,4,4,4,1,1,1,1,3,1,1,1
"885","160809","B",6,5,7,7,7,4,6,6,2,2,7,6,6,7,1,6,6,6,6,7,2,7,6,7,7,2,7,7,6,6,4,3,3,2,3,4,3,3,5,5,1,3,1,1,3,2,2,2,3,1,5,1,2,1,4,2,2,1,2,1,5,2,4,1,4,2,6,5,2,2,3,2,2,4,1,6,5,2,6,6,2,2,1,1,2,1,3,1,2,1
"886","160811","B",5,3,5,4,3,2,7,6,1,1,1,1,6,5,1,3,1,2,3,5,1,3,2,3,3,3,1,5,2,5,2,2,2,3,2,3,1,4,6,6,3,5,1,2,2,2,4,3,5,1,6,3,4,3,4,4,4,2,3,4,4,4,3,4,3,4,5,5,3,3,5,2,5,2,2,5,5,3,5,2,3,3,2,3,3,3,4,4,2,3
"887","160812","B",7,1,7,3,7,3,2,1,1,1,7,1,6,7,6,7,1,3,5,7,1,6,1,5,2,3,1,5,5,6,5,5,4,4,1,4,3,4,7,7,1,6,2,2,2,2,4,5,5,1,7,2,2,2,3,5,6,2,3,2,2,4,4,6,4,2,4,4,2,2,4,1,5,4,1,7,5,2,3,3,2,7,1,5,1,1,6,7,3,1
"888","160815","B",6,1,6,1,7,1,1,1,1,1,1,1,5,7,1,7,1,1,1,7,1,1,3,1,1,2,1,1,7,3,3,7,2,5,2,7,6,5,6,7,3,7,2,3,3,2,3,6,7,2,7,6,5,7,7,1,6,6,3,4,4,1,3,1,7,2,4,3,4,4,4,1,4,7,2,7,4,3,6,4,2,1,1,1,1,2,4,1,2,2
"892","160822","B",6,7,6,2,7,1,7,5,6,6,3,1,7,6,3,7,1,1,6,7,2,7,1,6,3,5,1,6,1,5,2,2,3,5,2,7,2,6,6,7,2,7,1,1,2,2,3,7,5,1,7,3,5,5,6,6,5,4,7,6,3,5,3,4,7,3,6,6,3,6,6,1,7,7,1,6,3,1,7,1,3,6,1,1,1,1,4,3,1,1
"893","160823","B",5,4,6,4,3,3,3,4,3,3,2,5,3,5,5,3,2,5,4,4,4,6,5,3,5,5,4,1,2,3,3,6,5,4,5,4,4,4,3,3,2,4,2,4,5,5,3,3,5,3,5,5,5,4,4,3,6,3,5,3,3,5,6,4,3,6,3,3,5,5,4,2,4,5,3,5,4,6,4,3,5,4,6,5,5,3,5,2,2,3
"895","160825","B",2,3,6,3,5,3,3,4,3,5,5,6,6,4,5,3,6,5,5,5,6,6,6,4,3,5,3,5,3,5,3,3,3,5,5,6,4,3,3,3,4,4,5,5,4,4,3,3,4,4,5,4,5,3,5,3,6,3,2,3,5,6,5,3,5,6,5,3,4,2,4,5,5,4,5,3,3,4,5,5,6,5,3,5,3,5,6,2,6,4
"897","160827","B",5,5,5,6,6,5,5,3,2,3,2,7,7,6,2,7,2,4,4,6,2,6,2,6,6,3,1,6,6,7,3,4,3,5,4,2,3,4,6,6,1,5,4,2,3,4,6,3,4,1,5,5,4,5,3,2,5,5,4,2,4,5,4,6,5,2,6,4,4,4,6,4,6,2,1,7,5,4,6,2,4,7,1,6,2,3,4,6,5,2
"898","160828","B",7,1,7,6,4,1,7,3,1,1,4,1,5,7,3,7,1,1,5,7,1,2,1,4,5,2,1,4,1,3,4,4,4,4,5,6,2,3,5,5,1,6,2,4,3,1,4,7,3,2,7,5,4,4,4,2,5,4,5,4,4,2,4,4,5,1,7,6,3,4,4,1,5,4,1,7,1,1,7,4,3,7,1,4,5,2,3,4,1,1
"899","160831","B",5,3,5,3,5,6,5,6,5,5,6,1,3,5,4,6,5,4,5,5,5,3,1,3,2,5,1,3,1,1,4,5,3,5,5,1,4,4,4,4,1,4,5,5,2,4,2,3,4,3,4,5,4,5,2,2,5,5,4,3,3,2,3,2,4,2,2,4,2,2,3,1,2,4,1,5,3,2,2,3,2,2,1,2,2,3,2,2,1,1
"904","160836","B",5,1,5,3,5,3,5,2,1,1,4,2,6,6,4,7,3,3,2,5,1,2,5,5,5,6,2,2,4,6,5,6,5,5,5,6,2,3,7,7,2,6,5,6,3,4,5,5,4,2,7,4,5,4,5,5,6,6,7,3,4,3,4,4,5,3,4,4,5,5,6,1,5,6,3,7,4,2,3,2,5,3,2,4,4,3,3,3,3,4
"905","160839","B",5,1,4,4,5,1,4,3,1,2,2,1,3,5,2,6,1,1,3,5,1,2,1,2,5,1,2,3,1,1,5,5,5,4,4,4,3,5,4,4,2,6,2,4,3,4,3,6,5,3,4,6,4,5,4,3,5,6,5,4,5,3,4,5,5,2,6,3,2,2,4,1,4,4,1,7,2,1,4,3,1,5,1,3,2,1,4,4,1,1
"907","160842","B",5,1,5,1,7,1,1,1,1,1,1,1,5,1,5,7,1,1,1,7,1,1,1,1,1,1,1,1,1,1,4,7,4,7,7,7,7,7,7,7,7,7,2,7,7,7,7,7,7,2,7,7,7,7,6,7,7,7,7,6,4,1,2,1,7,4,4,4,4,4,7,1,4,4,1,7,4,1,4,4,4,1,1,1,1,1,7,1,1,1
"909","160844","B",5,1,5,1,5,1,1,4,4,1,1,1,4,3,6,5,2,4,1,7,1,1,1,2,1,5,1,2,7,7,5,6,4,6,6,7,5,6,6,6,6,7,1,6,1,6,2,7,6,1,7,7,6,6,7,2,7,6,7,7,3,2,4,2,7,1,6,6,6,5,7,1,5,5,1,7,4,7,6,4,5,2,1,2,1,1,7,2,4,3
"910","160845","B",3,2,4,4,4,2,5,5,2,2,1,5,4,6,2,6,1,1,3,6,3,4,5,3,3,2,1,3,2,5,3,5,4,4,2,4,2,2,4,4,3,4,3,2,3,3,3,5,5,2,4,5,4,5,6,5,6,4,5,2,4,1,3,2,4,2,7,6,6,6,7,1,3,3,2,6,4,1,6,3,6,3,1,2,1,1,5,3,1,1
"913","160850","B",6,1,7,1,7,1,5,4,1,1,1,1,3,7,2,7,1,1,3,7,1,2,1,1,2,2,2,1,1,1,4,7,2,7,4,7,5,7,7,7,4,7,3,4,5,4,4,4,7,2,7,6,6,7,6,4,5,6,7,5,4,1,4,2,7,1,6,5,4,5,4,1,6,7,1,7,4,4,5,4,4,2,1,1,1,1,4,2,1,1
"914","160851","B",7,1,7,1,7,3,1,1,1,1,1,1,7,5,3,7,1,1,6,7,1,1,3,1,2,1,1,1,1,5,1,6,2,7,3,6,5,3,2,7,2,7,2,6,3,1,4,7,6,1,7,7,7,7,7,6,7,5,7,6,5,2,5,3,7,1,5,5,4,4,4,1,7,2,1,7,1,1,6,5,3,1,1,1,1,1,1,3,1,1
"915","160852","B",1,1,1,1,1,1,4,1,1,1,3,1,5,1,2,1,1,1,3,6,1,1,2,1,1,1,2,1,1,2,6,7,6,5,7,7,3,5,6,5,3,7,2,7,5,6,6,7,6,4,6,5,7,7,7,5,5,7,7,5,1,1,1,1,2,1,2,3,3,2,4,1,4,2,2,3,4,1,3,3,3,1,1,1,1,1,4,1,4,1
"916","160853","B",3,5,4,4,5,4,5,3,4,4,4,4,4,4,5,5,3,3,5,3,4,5,3,4,4,5,5,3,5,5,4,4,3,3,4,3,3,5,4,4,4,3,5,3,4,4,3,4,4,5,6,4,4,3,5,5,4,4,4,4,4,3,3,4,4,4,4,4,5,6,4,3,4,3,5,5,3,4,5,4,2,4,4,4,4,5,4,5,4,5
"918","160855","B",6,5,6,5,7,1,1,1,1,1,1,3,5,7,1,7,1,5,1,7,1,7,2,2,3,2,2,3,1,3,3,5,4,5,6,6,5,6,5,5,1,6,1,5,4,3,4,5,6,1,6,2,5,6,5,5,6,6,7,5,2,2,3,2,4,1,5,3,4,4,4,1,4,4,1,7,1,1,4,4,4,6,1,1,1,1,3,2,1,1
"919","160856","B",5,1,5,1,5,1,1,1,1,1,1,2,1,5,2,5,1,1,1,6,1,1,1,1,1,1,1,1,1,3,2,7,2,7,1,7,4,4,7,7,3,4,2,1,2,2,3,7,5,1,7,7,4,7,4,7,7,7,7,5,1,3,1,3,3,1,3,4,4,4,1,2,4,3,1,4,2,1,3,1,3,3,1,3,1,1,1,4,1,2
"923","160860","B",5,5,4,4,3,1,5,5,1,1,1,1,7,7,1,7,1,1,5,7,1,5,1,1,1,1,1,5,3,1,5,4,4,5,4,3,4,3,7,7,4,7,2,3,3,3,4,5,5,4,7,3,6,6,5,6,3,4,5,4,3,3,4,3,4,2,5,6,3,4,3,1,7,5,1,7,4,4,4,3,3,5,1,4,3,3,3,6,5,2
"924","160861","B",4,5,3,5,5,3,4,2,2,3,4,4,5,5,3,4,3,4,3,3,3,4,4,4,5,3,4,4,3,5,3,4,2,3,3,4,3,3,4,4,5,5,4,3,3,2,4,3,4,3,3,4,5,4,5,4,3,3,4,5,3,3,3,4,4,2,3,4,4,4,3,4,3,3,2,4,3,4,5,3,4,5,5,5,4,5,4,4,5,4
"928","160867","B",6,1,4,1,7,1,1,1,2,1,7,1,4,5,2,7,1,1,3,7,1,1,1,1,2,1,1,1,1,2,3,7,4,7,2,7,3,6,6,7,2,7,4,3,4,4,6,5,5,1,7,6,7,7,5,6,4,4,7,5,3,1,2,3,7,1,4,1,2,1,4,1,5,4,1,7,4,1,3,2,1,3,1,1,1,1,4,4,1,1
"929","160868","B",5,1,5,1,7,1,5,5,1,1,1,1,1,7,1,7,1,1,5,6,1,2,1,1,1,1,2,1,1,1,2,6,3,6,1,7,3,3,6,6,7,7,6,1,6,1,7,7,3,2,6,5,7,6,7,7,4,6,7,6,3,1,3,1,4,1,4,4,2,2,1,1,1,5,1,5,1,1,4,1,2,2,1,1,1,1,2,1,1,1
"930","160869","B",3,2,3,2,6,1,6,2,3,1,3,1,7,6,4,4,3,2,4,6,2,5,1,5,1,2,1,6,1,3,6,6,4,6,5,7,3,6,5,5,2,7,2,1,3,4,5,6,7,1,5,5,6,5,7,3,6,5,7,3,3,2,3,4,5,2,7,4,3,3,5,1,7,4,1,7,4,3,4,4,3,6,1,5,1,1,5,6,1,2
"941","160881","B",5,1,4,5,4,5,1,1,1,1,1,1,6,7,1,2,3,1,1,7,1,3,1,7,5,4,6,5,3,5,3,7,7,3,5,4,7,7,7,7,4,7,3,1,5,2,3,7,7,1,7,6,7,5,4,6,3,2,7,4,5,4,4,5,4,3,4,4,4,4,5,1,6,4,1,7,1,1,4,1,4,6,1,2,1,1,4,6,1,1
"944","160888","B",6,1,6,1,2,1,5,3,1,1,1,1,6,2,4,7,1,1,2,7,1,1,1,1,5,3,1,1,1,2,5,6,5,3,7,7,2,4,7,7,1,7,1,4,3,1,6,7,4,1,7,2,7,2,6,2,5,2,5,5,5,1,6,1,5,1,6,4,4,4,7,1,5,5,1,2,6,1,4,4,4,4,1,4,1,1,4,4,1,1
"946","160890","B",6,2,5,5,5,4,6,5,1,1,1,1,6,4,3,7,2,1,6,6,1,2,1,2,4,1,2,2,3,4,5,6,5,4,6,5,3,5,6,5,2,7,2,4,3,6,3,6,3,3,6,4,7,6,5,5,5,6,6,4,5,3,5,3,7,2,6,5,6,4,5,2,6,5,2,7,5,3,4,2,6,5,1,3,1,2,5,4,2,2
"948","160892","B",7,3,7,3,6,1,5,6,2,3,6,6,3,6,3,6,2,1,5,5,3,3,6,3,6,6,2,3,6,6,1,5,1,5,3,7,4,4,6,6,2,2,2,1,3,1,6,7,4,1,6,4,2,7,2,2,6,7,2,2,6,4,6,5,7,1,6,6,2,2,6,6,4,6,5,6,2,1,6,6,2,5,6,5,6,6,2,3,6,6
"949","160893","B",7,4,7,5,7,3,2,3,2,2,5,6,6,7,3,7,1,1,3,7,1,6,6,6,7,6,2,6,6,6,3,4,4,4,7,3,5,4,5,6,1,3,2,5,3,4,4,6,6,1,7,4,3,6,4,3,5,5,5,2,6,3,6,4,7,5,4,4,4,3,7,2,6,5,4,5,3,1,5,6,5,5,2,3,1,2,2,4,7,2
"951","160895","B",4,1,3,1,3,1,5,5,2,2,7,1,1,2,5,6,2,4,3,5,2,1,1,1,3,1,6,1,1,1,6,5,4,6,6,7,3,5,5,4,1,7,5,7,3,5,6,5,4,2,4,6,7,6,6,5,3,5,7,5,3,1,2,1,4,1,5,4,2,2,5,1,2,4,2,6,4,3,4,3,3,3,1,2,1,1,7,3,1,1
"952","160896","B",6,1,6,6,6,1,7,4,1,1,4,1,6,6,4,7,2,2,4,7,1,2,1,2,2,2,1,6,1,4,2,5,2,3,1,7,1,5,6,6,3,7,2,1,5,1,5,6,5,1,7,3,7,3,4,5,6,3,7,4,3,2,2,4,4,1,5,2,4,4,3,2,3,4,1,7,3,1,3,2,4,3,1,2,1,2,3,4,3,3
"953","160898","B",5,5,6,3,6,4,6,5,1,1,3,5,6,6,1,6,3,6,5,7,2,2,3,1,6,5,5,1,6,2,2,3,4,4,2,2,2,6,7,7,1,3,2,2,5,3,5,3,5,1,5,4,3,6,3,4,4,6,5,2,4,2,4,2,4,3,7,3,2,2,3,2,5,3,2,6,4,5,4,3,3,2,2,1,2,2,3,1,3,1
"954","160899","B",6,2,6,2,3,5,1,1,1,1,5,2,2,6,3,4,5,1,1,6,1,2,2,2,2,2,5,2,2,2,5,2,3,2,5,7,7,7,7,7,4,6,2,2,4,4,6,4,7,5,7,2,6,2,6,6,3,2,6,6,5,2,3,2,4,2,6,3,4,6,5,5,2,2,3,5,5,4,5,3,6,2,5,2,5,5,5,2,3,3
"955","160900","B",3,1,6,4,6,2,1,1,1,1,1,1,5,7,2,6,1,1,1,6,1,2,1,1,3,6,1,1,1,2,5,6,3,3,2,6,4,3,5,5,3,6,4,3,5,3,5,4,4,2,5,3,5,2,5,4,5,2,7,3,3,1,3,6,7,4,4,4,5,5,7,1,6,6,1,5,5,3,4,3,5,1,1,2,5,4,2,4,3,3
"956","160901","B",7,1,7,1,7,5,5,1,1,1,7,1,1,7,2,7,1,5,6,7,1,1,5,1,7,6,5,1,5,1,2,4,2,5,1,5,7,7,7,7,1,7,3,1,5,2,5,4,5,1,7,7,5,7,5,3,4,7,7,1,7,4,7,4,7,4,4,4,4,4,5,1,4,7,1,7,1,1,4,7,4,4,1,4,4,3,4,4,4,4
"958","160903","B",7,5,7,5,7,1,7,5,1,1,1,1,5,7,2,7,1,5,6,7,1,5,7,1,7,6,6,1,6,7,2,4,3,3,3,7,2,6,7,7,1,7,2,2,7,2,7,7,6,1,7,3,2,2,2,3,3,2,5,2,7,3,6,3,7,4,7,5,2,2,5,1,5,4,1,7,4,6,6,6,2,6,1,2,3,5,7,2,6,1
"959","160904","B",2,1,3,1,7,1,1,1,1,1,2,1,1,7,2,7,1,1,1,6,1,1,5,1,3,3,1,1,3,1,3,7,3,7,2,7,6,7,7,7,2,7,6,6,2,2,2,3,6,1,7,7,3,7,5,6,5,7,6,6,3,1,3,4,7,1,2,2,2,2,4,1,4,4,2,7,4,1,2,3,2,4,2,3,1,2,4,4,3,1
"960","160905","B",6,6,6,6,6,1,5,3,1,5,2,1,7,4,2,6,1,1,3,5,5,6,1,4,5,2,1,6,2,2,4,3,4,3,3,6,2,4,4,2,2,5,2,3,4,2,4,2,4,2,2,2,4,3,3,4,5,2,4,4,3,3,3,4,6,3,3,2,1,3,3,2,6,3,2,6,3,3,2,3,3,6,1,3,3,2,4,3,3,1
"962","160908","B",7,1,7,1,7,1,4,4,1,1,1,1,1,7,1,7,1,1,4,7,1,1,1,1,1,1,1,1,1,1,4,7,2,7,4,7,5,5,7,7,4,7,5,4,7,3,7,7,5,1,7,7,7,7,7,7,7,5,7,7,7,1,7,4,7,1,4,4,1,1,6,1,5,7,1,7,1,1,4,7,1,4,1,4,1,1,1,4,1,1
"963","160909","B",5,1,2,1,6,5,2,2,1,1,7,1,1,7,7,3,1,5,2,7,1,1,1,1,1,7,3,1,5,1,3,7,5,7,2,4,3,2,7,7,1,5,5,7,5,6,2,6,3,1,7,7,5,5,7,2,7,3,7,5,4,3,1,3,4,2,6,2,2,3,4,1,3,3,1,7,4,3,3,4,2,3,1,3,1,1,7,6,1,1
"964","160910","B",5,3,4,3,5,1,4,4,3,3,1,1,5,6,2,6,1,2,4,6,3,3,2,2,2,2,2,2,2,3,3,4,3,4,4,7,2,5,6,6,2,5,3,3,4,2,6,6,6,2,5,3,4,5,5,4,4,5,4,4,4,4,5,5,5,3,5,5,4,3,6,2,5,4,2,6,4,4,5,3,4,5,2,4,2,2,5,4,2,2
"967","160915","B",6,3,5,5,5,1,2,2,1,2,3,2,6,3,3,6,3,1,2,6,2,2,5,2,5,2,1,2,2,5,4,4,5,5,4,7,5,5,6,6,4,6,2,4,6,5,5,5,5,5,6,5,5,6,4,6,6,6,6,4,5,4,4,4,5,1,6,6,5,5,5,1,6,4,1,6,4,3,6,5,6,4,1,4,3,2,5,4,2,3
"968","160916","B",4,3,5,5,3,5,5,6,3,2,6,4,6,5,5,3,2,4,5,6,2,3,5,3,5,6,2,3,6,6,2,3,2,2,5,2,4,3,5,6,2,3,1,2,2,4,3,2,3,1,6,4,2,6,3,1,3,4,3,4,2,2,2,3,4,1,5,6,3,3,5,2,2,2,1,2,3,5,4,1,3,1,2,1,2,4,2,1,6,3
"975","160927","B",7,1,7,1,7,1,4,1,1,1,1,2,7,7,1,7,1,1,6,7,1,5,1,3,5,6,1,3,1,6,5,7,5,6,3,7,3,4,7,7,2,6,3,6,6,5,7,7,5,2,7,5,5,5,5,4,6,5,6,3,5,1,4,4,6,3,4,5,4,4,7,1,5,5,1,7,4,4,7,4,4,5,1,3,3,4,3,4,3,4
"980","160933","B",5,2,4,4,6,2,4,3,2,1,3,1,6,6,2,7,2,1,4,4,1,4,3,3,2,1,2,6,1,2,3,5,3,5,4,3,4,5,6,6,1,4,3,4,3,4,4,6,5,2,6,3,4,5,5,4,5,3,4,4,5,2,4,3,4,3,5,4,2,2,5,2,6,4,4,7,6,4,4,4,2,4,2,4,2,2,6,6,4,2
"981","160934","B",7,1,6,6,7,1,7,5,1,1,2,1,7,4,2,7,1,2,6,7,1,7,1,7,4,1,1,7,2,3,4,7,3,6,4,7,2,4,7,7,4,7,4,7,7,4,7,6,4,1,7,4,7,4,7,7,7,4,7,7,4,1,4,7,7,1,7,5,5,5,7,1,7,4,1,7,7,4,6,4,5,7,1,7,3,1,7,7,3,1
"982","160935","B",2,2,2,3,4,6,3,3,5,5,2,6,5,5,4,5,5,2,4,5,6,4,4,2,5,6,5,5,2,3,4,5,4,2,5,7,3,5,3,4,5,2,3,3,4,1,5,6,4,3,5,4,3,2,5,3,5,4,4,3,5,2,4,5,4,4,4,2,5,5,2,4,4,4,3,2,4,3,4,5,6,4,3,2,3,5,5,4,4,2
"983","160937","B",2,1,3,1,6,1,3,1,1,1,1,1,3,5,2,7,1,1,2,6,1,1,1,1,1,1,1,1,1,4,5,6,5,7,5,6,5,7,6,6,5,7,4,4,5,4,6,7,6,3,5,7,7,7,5,6,5,7,7,5,3,4,3,4,6,3,5,5,3,4,4,3,5,4,2,7,4,5,5,4,4,4,1,3,2,4,4,3,5,3
"988","160945","B",6,1,6,1,6,1,4,4,1,1,7,1,5,6,1,5,1,1,4,6,1,1,1,1,1,1,1,1,1,1,3,5,3,5,3,6,4,4,5,5,2,6,2,2,6,4,6,7,4,1,5,5,6,5,6,6,7,5,6,6,4,2,4,2,4,4,5,5,5,5,5,1,4,4,3,4,5,5,5,4,5,2,1,2,2,2,5,2,4,2
"989","160948","B",7,3,3,3,3,1,5,5,1,1,5,3,6,6,2,6,1,6,5,7,1,5,1,1,6,6,6,1,6,5,3,4,5,4,5,5,3,6,6,6,2,3,2,2,3,5,3,6,4,1,6,3,2,3,3,2,3,3,4,4,1,4,1,4,6,1,4,4,4,4,3,1,4,1,2,4,6,5,4,1,4,5,1,4,2,2,7,4,3,1
"990","160949","B",5,5,6,3,3,1,6,2,5,5,1,1,3,6,3,5,1,2,1,7,5,5,1,1,3,3,1,1,6,5,3,4,3,3,4,5,3,5,2,2,1,2,3,2,4,4,4,5,6,1,2,2,2,3,3,3,2,3,3,3,2,3,2,3,4,2,5,6,4,4,6,1,3,4,2,5,4,3,6,1,4,5,1,3,2,1,4,3,4,1
"992","160951","B",4,1,5,2,5,1,5,5,2,1,1,1,6,6,3,7,1,1,3,6,2,1,1,1,2,1,1,1,5,3,5,5,5,5,4,7,4,3,6,7,3,7,3,3,4,2,6,6,3,3,7,6,7,7,5,6,7,4,5,6,3,2,3,4,4,2,6,6,4,4,6,1,6,5,4,7,6,2,5,5,4,3,1,1,1,1,4,4,1,1
"993","160952","B",3,1,2,1,7,5,5,2,1,1,5,2,5,6,3,7,1,1,1,6,1,1,3,1,4,2,1,1,2,5,3,3,2,4,4,3,2,3,4,4,2,6,2,2,3,1,6,7,6,1,5,5,5,5,5,1,3,4,4,5,3,3,1,3,7,3,4,3,4,2,7,1,4,2,1,7,4,1,4,1,5,3,1,3,1,1,3,3,2,1
"997","160956","B",3,2,5,2,6,1,5,2,1,1,1,1,5,4,1,7,1,1,2,7,1,1,1,1,1,1,1,1,1,1,4,3,4,3,4,7,3,4,6,6,2,7,2,3,3,3,4,3,4,2,6,2,7,5,7,3,5,5,6,6,4,2,4,4,7,2,5,4,2,2,5,1,5,3,1,7,2,2,5,5,2,4,1,3,2,3,3,3,3,1
